formula,class,R,status,reason,n_atoms,energy_eV,energy_per_atom_eV,elapsed_sec
CaIrF3,perovskite,5,passed,,29,-2680.4591,-92.429624,233.6
CaCrN3,perovskite,6,failed,timeout,87,,,900.0
CaIrN3,perovskite,5,passed,,51,-2920.3491,-57.261747,112.9
CaMnF3,perovskite,5,passed,,51,-4795.4552,-94.028533,28.6
CaIrO3,perovskite,5,passed,,45,-3258.7377,-72.416393,144.2
CaCuO3,perovskite,6,failed,timeout,87,,,900.0
CaFeN3,perovskite,5,passed,,48,-2691.219,-56.067062,754.4
CaIrF3,perovskite,6,passed,,54,-4281.8368,-79.293274,383.5
CaMnO3,perovskite,5,passed,,50,-3246.1234,-64.922468,73.8
CaMnF3,perovskite,6,passed,,63,-4889.1577,-77.605678,204.8
CaFeO3,perovskite,6,passed,,90,-6031.1675,-67.012972,779.4
CaCuF3,perovskite,6,failed,timeout,57,,,1200.1
CaFeN3,perovskite,6,passed,,75,-3731.1076,-49.748101,1047.3
CaMnN3,perovskite,5,passed,,48,-2592.301,-54.006271,345.0
CaMoO3,perovskite,5,passed,,50,-3135.6706,-62.713412,65.7
CaMoF3,perovskite,5,passed,,45,-3961.5732,-88.03496,386.2
CaMoF3,perovskite,6,passed,,57,-4938.9117,-86.647574,396.9
CaMoN3,perovskite,5,passed,,39,-2001.8343,-51.329085,375.2
CaIrO3,perovskite,6,passed,,77,-5912.893,-76.790818,660.0
CaNbF3,perovskite,5,passed,,39,-3161.1812,-81.055928,138.7
CaNbO3,perovskite,5,passed,,50,-2999.5522,-59.991044,70.8
CaIrN3,perovskite,6,passed,,63,-3014.048,-47.842032,887.5
CaNiF3,perovskite,5,passed,,51,-5092.4917,-99.852778,199.2
CaMnO3,perovskite,6,passed,,90,-5737.0938,-63.745487,809.0
CaMoN3,perovskite,6,passed,,68,-3271.2871,-48.107163,604.3
CaNbF3,perovskite,6,passed,,57,-4784.3809,-83.936507,399.5
CaNiF3,perovskite,6,passed,,63,-5213.6184,-82.755848,155.2
CaNbO3,perovskite,6,passed,,67,-3960.9838,-59.119161,400.1
CaOsF3,perovskite,6,passed,,54,-4845.9311,-89.739465,85.9
CaNiO3,perovskite,5,passed,,47,-3559.8921,-75.742385,179.9
CaOsF3,perovskite,5,passed,,27,-1943.4569,-71.979885,172.9
CaNbN3,perovskite,6,passed,,63,-2692.073,-42.731317,594.1
CaNiN3,perovskite,5,passed,,41,-2240.5409,-54.647339,348.5
CaOsO3,perovskite,5,passed,,45,-3172.1936,-70.493191,93.8
CaNbN3,perovskite,5,passed,,48,-2423.0553,-50.480319,673.0
CaMnN3,perovskite,6,failed,timeout,63,,,1200.0
CaPdF3,perovskite,6,passed,,51,-4775.1343,-93.630084,48.2
CaOsN3,perovskite,5,passed,,51,-2819.0633,-55.275751,335.3
CaPdCl3,perovskite,5,passed,,21,-1500.8199,-71.467614,295.1
CaPdN3,perovskite,5,passed,,30,-1498.4898,-49.94966,206.2
CaPdCl3,perovskite,6,passed,,27,-1548.0437,-57.334952,308.9
CaPdF3,perovskite,5,passed,,27,-1954.6555,-72.394648,321.6
CaPdO3,perovskite,5,passed,,51,-3742.5146,-73.382639,63.5
CaOsO3,perovskite,6,passed,,81,-6035.6764,-74.514523,400.9
CaMoO3,perovskite,6,failed,timeout,73,,,1200.0
CaPdS3,perovskite,5,passed,,21,-859.8651,-40.945957,88.7
CaPtF3,perovskite,5,passed,,29,-2658.8247,-91.68361,129.9
CaPtN3,perovskite,5,passed,,51,-2919.1054,-57.237361,101.2
CaPtN3,perovskite,6,passed,,63,-3008.9448,-47.761029,109.8
CaPdN3,perovskite,6,passed,,51,-2812.1085,-55.139382,376.1
CaNiO3,perovskite,6,failed,timeout,92,,,900.0
CaPdS3,perovskite,6,passed,,45,-2430.4637,-54.010304,305.6
CaPtF3,perovskite,6,passed,,51,-4237.0609,-83.079625,381.1
CaReO3,perovskite,5,passed,,51,-3701.9607,-72.587465,20.1
CaPtO3,perovskite,5,passed,,45,-3321.1117,-73.802482,282.3
CaReF3,perovskite,5,passed,,39,-3259.7445,-83.583192,242.9
CaReO3,perovskite,6,passed,,63,-3792.038,-60.191079,27.1
CaNiN3,perovskite,6,failed,timeout,59,,,1200.1
CaRhF3,perovskite,6,passed,,54,-4871.8703,-90.21982,165.6
CaOsN3,perovskite,6,passed,,63,-2908.7769,-46.171062,1102.2
CaReF3,perovskite,6,passed,,57,-4975.4131,-87.287949,456.5
CaReN3,perovskite,5,passed,,34,-1723.2941,-50.685121,419.5
CaRuF3,perovskite,6,passed,,51,-4757.7373,-93.288967,36.5
CaRhF3,perovskite,5,passed,,27,-1964.3508,-72.753733,328.2
CaRhN3,perovskite,5,passed,,45,-2414.6563,-53.659029,343.3
CaRuF3,perovskite,5,passed,,27,-1871.1756,-69.3028,186.9
CaReN3,perovskite,6,passed,,57,-2793.8543,-49.014988,645.5
CaScCl3,perovskite,5,passed,,21,-1179.736,-56.177905,12.8
CaRuO3,perovskite,5,passed,,45,-3131.2926,-69.58428,255.1
CaRuO3,perovskite,6,passed,,87,-6428.2584,-73.888028,149.7
CaScCl3,perovskite,6,passed,,27,-1228.3266,-45.493578,80.8
CaPtO3,perovskite,6,failed,timeout,83,,,900.0
CaScF3,perovskite,6,passed,,51,-4534.6559,-88.914822,36.9
CaScF3,perovskite,5,passed,,27,-1621.3,-60.048148,60.0
CaScO3,perovskite,5,passed,,30,-1540.6138,-51.353793,49.3
CaRhO3,perovskite,5,passed,,47,-3052.3596,-64.943821,557.8
CaPdO3,perovskite,6,failed,timeout,72,,,1200.0
CaRuN3,perovskite,5,passed,,45,-2341.0326,-52.022947,443.6
CaTaF3,perovskite,5,passed,,27,-1720.0225,-63.704537,60.1
CaScN3,perovskite,5,passed,,45,-2088.797,-46.417711,141.4
CaTaO3,perovskite,5,passed,,51,-3550.1558,-69.610898,35.2
CaScN3,perovskite,6,passed,,54,-2229.2838,-41.283033,171.0
CaTaN3,perovskite,6,passed,,63,-2665.7595,-42.313643,75.0
CaTiF3,perovskite,5,passed,,45,-3839.8773,-85.330607,40.0
CaScO3,perovskite,6,passed,,60,-3488.6198,-58.143663,163.8
CaTaO3,perovskite,6,passed,,63,-3654.5524,-58.008768,99.2
CaTiO3,perovskite,5,passed,,50,-2914.4515,-58.28903,95.8
CaVF3,perovskite,5,passed,,51,-4650.3584,-91.183498,28.9
CaTiN3,perovskite,6,passed,,63,-2629.1149,-41.731983,146.7
CaTiF3,perovskite,6,passed,,57,-4134.4182,-72.533653,198.8
CaVF3,perovskite,6,passed,,63,-4740.1999,-75.241268,53.1
CaRhN3,perovskite,6,failed,timeout,87,,,900.0
CaVN3,perovskite,5,passed,,45,-2221.9655,-49.377011,105.7
CaVO3,perovskite,5,passed,,50,-3017.5903,-60.351806,95.7
CaRhO3,perovskite,6,passed,,77,-5132.2101,-66.652079,912.0
CaTaF3,perovskite,6,passed,,51,-4638.3437,-90.947916,419.0
CaTiO3,perovskite,6,passed,,73,-4246.2677,-58.168051,329.8
CaRuN3,perovskite,6,passed,,87,-4885.5864,-56.156166,899.5
CaWO3,perovskite,5,passed,,50,-3093.7211,-61.874422,73.2
CaVO3,perovskite,6,passed,,88,-5174.0101,-58.795569,296.3
CaYCl3,perovskite,5,passed,,15,-602.102,-40.140133,69.7
CaYF3,perovskite,5,passed,,21,-875.6947,-41.699748,7.2
CaYCl3,perovskite,6,passed,,21,-685.7965,-32.656976,78.9
CaWN3,perovskite,5,passed,,36,-1835.7552,-50.9932,305.1
CaTiN3,perovskite,5,passed,,51,-2557.1332,-50.139867,608.3
CaWF3,perovskite,5,passed,,39,-3214.0763,-82.412213,428.4
CaYO3,perovskite,5,passed,,33,-1789.1897,-54.21787,114.1
CaYS3,perovskite,5,passed,,23,-949.5451,-41.28457,78.6
CaWF3,perovskite,6,passed,,57,-4888.3065,-85.759763,543.3
CaTaN3,perovskite,5,passed,,48,-2413.0096,-50.271033,919.0
CaZnF3,perovskite,5,passed,,45,-4476.1581,-99.47018,16.1
CaYS3,perovskite,6,passed,,27,-990.6558,-36.690956,41.9
CaZnF3,perovskite,6,passed,,45,-4476.1581,-99.47018,15.6
CaYF3,perovskite,6,passed,,45,-3800.3871,-84.453047,343.3
CaZnO3,perovskite,5,passed,,51,-4181.3381,-81.987022,36.3
CaZrF3,perovskite,5,passed,,27,-1676.404,-62.089037,53.0
CaYN3,perovskite,5,passed,,35,-1511.8312,-43.195177,354.4
CaZnO3,perovskite,6,passed,,63,-4288.0609,-68.064459,101.5
CaZrF3,perovskite,6,passed,,51,-4591.406,-90.027569,69.8
CaVN3,perovskite,6,failed,timeout,87,,,900.0
CaYO3,perovskite,6,passed,,45,-2869.981,-63.777356,417.3
CaZnN3,perovskite,6,passed,,60,-3656.5454,-60.942423,277.8
CsCuN3,perovskite,5,passed,,12,-472.5462,-39.37885,75.4
CaZrN3,perovskite,5,passed,,45,-2144.9789,-47.666198,285.1
CaYN3,perovskite,6,passed,,52,-2183.7462,-41.995119,620.3
CsCuO3,perovskite,5,passed,,10,-679.727,-67.9727,76.0
CaWO3,perovskite,6,passed,,72,-4348.8143,-60.400199,874.4
CaZnN3,perovskite,5,passed,,38,-2375.7191,-62.518924,430.8
CsHfN3,perovskite,5,passed,,21,-563.7096,-26.843314,65.7
CsHfO3,perovskite,5,passed,,21,-706.5611,-33.645767,35.5
CsCuO3,perovskite,6,failed,exit_1,15,,,83.5
CaWN3,perovskite,6,passed,,66,-3276.4901,-49.643789,1024.4
CaZrO3,perovskite,5,passed,,46,-2798.4702,-60.836309,343.7
CsHfO3,perovskite,6,passed,,45,-2887.1653,-64.159229,119.0
CsPdF3,perovskite,5,passed,,14,-789.1458,-56.367557,61.0
CsNiN3,perovskite,6,passed,,39,-2246.8649,-57.611921,116.8
CsPdCl3,perovskite,5,passed,,13,-853.643,-65.664846,115.2
CsHfN3,perovskite,6,passed,,45,-2100.6839,-46.681864,174.9
CsPdO3,perovskite,5,failed,exit_1,9,,,87.8
CsPdS3,perovskite,5,passed,,14,-469.7201,-33.551436,45.0
CaZrO3,perovskite,6,passed,,61,-3907.2513,-64.0533,488.6
CsPdO3,perovskite,6,passed,,18,-781.9346,-43.440811,153.7
CsPdN3,perovskite,5,passed,,20,-1190.9849,-59.549245,181.1
CsPdCl3,perovskite,6,passed,,22,-1409.3393,-64.060877,263.1
CsCuN3,perovskite,6,passed,,24,-1068.0277,-44.501154,494.4
CsScF3,perovskite,6,passed,,45,-3754.5316,-83.434036,21.7
CsScF3,perovskite,5,passed,,18,-799.041,-44.391167,44.5
CsScCl3,perovskite,5,failed,exit_1,13,,,82.5
CaZrN3,perovskite,6,passed,,54,-2376.404,-44.007481,691.0
CsScO3,perovskite,5,passed,,21,-663.6511,-31.602433,15.3
CsYCl3,perovskite,5,passed,,15,-563.299,-37.553267,4.1
CsYCl3,perovskite,6,passed,,21,-635.8896,-30.280457,12.2
CsPdF3,perovskite,6,passed,,33,-2530.0842,-76.669218,277.8
CsYN3,perovskite,5,passed,,24,-891.8168,-37.159033,17.1
CsYF3,perovskite,5,passed,,24,-1565.3881,-65.224504,31.0
CsNiN3,perovskite,5,passed,,20,-1397.489,-69.87445,393.2
CsYN3,perovskite,6,passed,,27,-901.7174,-33.396941,13.9
CsYS3,perovskite,5,passed,,15,-436.7627,-29.117513,5.3
CsYS3,perovskite,6,passed,,21,-521.3978,-24.828467,8.3
CsYO3,perovskite,5,passed,,18,-616.7382,-34.263233,40.7
CsYO3,perovskite,6,passed,,45,-2790.6595,-62.014656,50.6
CsPdN3,perovskite,6,passed,,39,-2015.772,-51.686462,330.9
CsPdS3,perovskite,6,passed,,18,-638.0672,-35.448178,216.1
CsZnF3,perovskite,6,passed,,36,-3463.498,-96.208278,58.6
CsZnF3,perovskite,5,failed,exit_1,20,,,84.1
CsScCl3,perovskite,6,passed,,25,-1423.9239,-56.956956,215.4
CsScN3,perovskite,5,passed,,20,-880.3584,-44.01792,192.8
CsZnN3,perovskite,5,passed,,15,-862.6104,-57.50736,86.7
CsZrO3,perovskite,5,passed,,21,-710.1232,-33.81539,29.3
CsZrN3,perovskite,5,passed,,18,-489.3504,-27.186133,53.4
CsScO3,perovskite,6,passed,,45,-2814.4612,-62.543582,212.4
KCrN3,perovskite,5,passed,,45,-2172.9298,-48.287329,81.0
CsYF3,perovskite,6,passed,,30,-1950.2705,-65.009017,293.9
CsZrO3,perovskite,6,passed,,45,-2885.5993,-64.124429,157.7
CsZnO3,perovskite,5,passed,,20,-1888.2622,-94.41311,221.8
KCrO3,perovskite,5,passed,,51,-3530.0245,-69.216167,40.5
KCrO3,perovskite,6,passed,,63,-3577.948,-56.792825,41.6
CsScN3,perovskite,6,passed,,36,-1482.1081,-41.169669,476.1
CsZnN3,perovskite,6,passed,,28,-1617.6775,-57.774196,444.9
KCuF3,perovskite,5,passed,,38,-3160.5437,-83.172203,269.4
KCuO3,perovskite,5,failed,exit_1,45,,,104.2
CsZrN3,perovskite,6,passed,,45,-2112.9517,-46.954482,501.3
KFeF3,perovskite,5,passed,,45,-4069.2687,-90.428193,20.7
CsZnO3,perovskite,6,passed,,39,-3080.4298,-78.985379,544.9
KCuF3,perovskite,6,passed,,54,-4685.6406,-86.771122,494.5
KCrN3,perovskite,6,passed,,63,-3051.7349,-48.440237,571.8
KFeN3,perovskite,5,passed,,45,-2404.9038,-53.442307,215.3
KCrF3,perovskite,5,passed,,48,-3686.9246,-76.810929,702.6
KHfF3,perovskite,5,passed,,27,-1622.5807,-60.095581,12.8
KHfF3,perovskite,6,passed,,51,-4566.8703,-89.546476,18.6
KHfN3,perovskite,5,passed,,45,-2110.8036,-46.906747,63.0
KCuN3,perovskite,6,passed,,39,-2157.3025,-55.315449,516.5
KHfN3,perovskite,6,passed,,45,-2110.8036,-46.906747,62.4
KHfO3,perovskite,6,passed,,57,-3191.1821,-55.985651,17.6
KCrF3,perovskite,6,passed,,50,-3738.6256,-74.772512,793.0
KIrF3,perovskite,5,passed,,45,-4115.8043,-91.462318,19.2
KHfO3,perovskite,5,passed,,45,-2897.5588,-64.390196,80.6
KIrF3,perovskite,6,passed,,48,-4321.9036,-90.039658,103.8
KIrN3,perovskite,5,passed,,27,-1361.0033,-50.40753,96.8
KCuN3,perovskite,5,passed,,27,-1616.7859,-59.880959,717.9
KMnF3,perovskite,5,passed,,45,-3989.4632,-88.654738,32.3
KFeO3,perovskite,5,passed,,34,-2493.7759,-73.34635,350.3
KIrO3,perovskite,5,passed,,29,-1829.454,-63.084621,224.3
KFeN3,perovskite,6,passed,,57,-3202.7652,-56.188863,631.3
KCuO3,perovskite,6,passed,,57,-4076.6144,-71.519551,788.6
KMnN3,perovskite,6,passed,,54,-2798.8214,-51.830026,206.9
KMoF3,perovskite,5,passed,,45,-3925.8929,-87.242064,20.2
KMoF3,perovskite,6,passed,,57,-4385.3943,-76.936742,49.3
KIrO3,perovskite,6,passed,,80,-5796.0549,-72.450686,388.9
KMoO3,perovskite,5,passed,,51,-3602.2649,-70.632645,36.5
KIrN3,perovskite,6,passed,,51,-2895.5456,-56.775404,531.9
KNbF3,perovskite,5,passed,,45,-3853.1655,-85.6259,18.3
KMoO3,perovskite,6,passed,,63,-3658.6389,-58.073633,34.1
KMnO3,perovskite,5,passed,,39,-2609.0132,-66.897774,283.6
KMoN3,perovskite,5,passed,,45,-2262.0654,-50.26812,129.4
KNbN3,perovskite,6,passed,,57,-2540.5773,-44.571532,31.0
KNbO3,perovskite,6,passed,,57,-3331.6562,-58.450109,31.4
KMnN3,perovskite,5,passed,,45,-2321.9577,-51.59906,508.9
KNiF3,perovskite,5,passed,,48,-4688.9651,-97.686773,51.7
KNbF3,perovskite,6,passed,,48,-3947.8021,-82.245877,128.4
KNbN3,perovskite,5,passed,,45,-2178.724,-48.416089,141.0
KNiO3,perovskite,5,passed,,45,-3323.646,-73.8588,111.2
KNiN3,perovskite,6,passed,,48,-2859.6458,-59.575954,134.4
KMoN3,perovskite,6,passed,,54,-2641.2536,-48.912104,383.3
KFeF3,perovskite,6,failed,timeout,72,,,1200.0
KFeO3,perovskite,6,passed,,54,-3787.5557,-70.13992,997.6
KNbO3,perovskite,5,passed,,45,-2958.5816,-65.746258,399.3
KNiN3,perovskite,5,passed,,39,-2188.854,-56.124462,292.2
KOsO3,perovskite,5,passed,,45,-3138.0874,-69.735276,10.9
KOsN3,perovskite,5,passed,,45,-2357.6692,-52.392649,219.9
KPdCl3,perovskite,5,passed,,21,-1473.7232,-70.177295,125.3
KOsF3,perovskite,6,passed,,48,-4189.9209,-87.290019,295.5
KOsF3,perovskite,5,passed,,45,-4022.8975,-89.397722,333.9
KNiF3,perovskite,6,passed,,63,-5108.2722,-81.083686,530.8
KPdF3,perovskite,6,passed,,51,-4741.5641,-92.971845,10422.6
KPdO3,perovskite,5,passed,,45,-3115.3173,-69.229273,39.3
KPdCl3,perovskite,6,passed,,27,-1520.0625,-56.298611,10522.5
KMnF3,perovskite,6,failed,timeout,70,,,11518.0
KPdS3,perovskite,5,passed,,20,-1211.8194,-60.59097,86.9
KMnO3,perovskite,6,passed,,63,-3721.9696,-59.078883,11412.8
KPdF3,perovskite,5,passed,,27,-1918.4184,-71.052533,10658.5
KOsO3,perovskite,6,passed,,72,-5191.8174,-72.108575,10800.4
KOsN3,perovskite,6,passed,,54,-2883.8322,-53.4043,10924.0
KPtF3,perovskite,5,passed,,27,-2004.0229,-74.22307,128.4
KPtO3,perovskite,5,passed,,51,-3822.5837,-74.952622,29.1
KPtO3,perovskite,6,passed,,63,-3856.971,-61.221762,30.5
KPdN3,perovskite,5,passed,,39,-1960.8958,-50.279379,10704.5
KPtN3,perovskite,5,passed,,27,-1343.2252,-49.749081,139.5
KReN3,perovskite,5,passed,,45,-2285.9653,-50.799229,72.1
KReO3,perovskite,5,passed,,45,-3070.5937,-68.235416,17.4
KPtF3,perovskite,6,passed,,51,-4886.4845,-95.813422,219.7
KReO3,perovskite,6,passed,,66,-4439.0907,-67.25895,101.8
KRhF3,perovskite,5,passed,,45,-4041.8045,-89.817878,133.7
KNiO3,perovskite,6,passed,,54,-4160.747,-77.05087,11307.1
KRhF3,perovskite,6,passed,,48,-4212.5482,-87.761421,96.7
KRhO3,perovskite,5,passed,,45,-3154.6552,-70.103449,19.4
KPdS3,perovskite,6,passed,,36,-1859.368,-51.649111,542.9
KRhN3,perovskite,5,passed,,45,-2374.1287,-52.758416,81.3
KReF3,perovskite,5,passed,,45,-3952.9697,-87.843771,369.3
KReF3,perovskite,6,passed,,48,-4084.0969,-85.085352,365.8
KPtN3,perovskite,6,passed,,51,-2889.8474,-56.663675,471.2
KRuO3,perovskite,5,passed,,51,-3688.062,-72.314941,16.5
KRhO3,perovskite,6,passed,,87,-6580.7529,-75.640838,130.9
KScCl3,perovskite,5,passed,,21,-1176.5288,-56.025181,39.4
KRuF3,perovskite,5,passed,,45,-3962.4347,-88.054104,191.0
KReN3,perovskite,6,passed,,54,-2712.3236,-50.228215,467.8
KScF3,perovskite,6,passed,,51,-4489.1841,-88.023218,37.3
KScCl3,perovskite,6,passed,,27,-1198.5116,-44.389319,67.5
KScF3,perovskite,5,passed,,27,-1590.3341,-58.901263,66.5
KScO3,perovskite,5,passed,,27,-1237.0065,-45.815056,7.3
KRuF3,perovskite,6,passed,,48,-4101.3588,-85.444975,263.4
KTaF3,perovskite,5,passed,,45,-3849.1117,-85.535816,17.8
KScO3,perovskite,6,passed,,51,-3335.8982,-65.409769,47.8
KRhN3,perovskite,6,passed,,54,-2924.4887,-54.157198,381.6
KPdO3,perovskite,6,failed,timeout,87,,,900.0
KScN3,perovskite,5,passed,,45,-2061.6087,-45.813527,106.1
KScN3,perovskite,6,passed,,45,-2061.6087,-45.813527,107.1
KTiF3,perovskite,5,passed,,45,-3813.4062,-84.74236,14.0
KTaN3,perovskite,6,passed,,57,-2513.1542,-44.090425,31.6
KTaO3,perovskite,6,passed,,57,-3308.3162,-58.040635,24.1
KTiF3,perovskite,6,passed,,57,-4059.173,-71.213561,35.0
KTiN3,perovskite,6,passed,,57,-2393.4343,-41.990075,37.6
KTaN3,perovskite,5,passed,,45,-2164.0794,-48.090653,95.0
KTiN3,perovskite,5,passed,,45,-2124.5607,-47.21246,78.0
KVF3,perovskite,6,passed,,63,-4653.18,-73.86,11.6
KTiO3,perovskite,5,passed,,36,-2230.5493,-61.959703,71.0
KVF3,perovskite,5,passed,,36,-2806.5304,-77.959178,68.6
KRuN3,perovskite,6,passed,,54,-2751.6687,-50.956828,440.9
KTaF3,perovskite,6,passed,,48,-3936.0599,-82.001248,215.7
KPdN3,perovskite,6,failed,timeout,54,,,11510.9
KVN3,perovskite,5,passed,,45,-2184.6869,-48.548598,87.0
KVO3,perovskite,6,passed,,63,-3566.0388,-56.60379,56.0
KRuO3,perovskite,6,passed,,63,-3724.6469,-59.121379,475.2
KWF3,perovskite,5,passed,,45,-3901.9238,-86.709418,70.0
KRuN3,perovskite,5,passed,,45,-2306.0656,-51.245902,555.0
KWN3,perovskite,6,passed,,57,-2684.8348,-47.102365,40.3
KWO3,perovskite,6,passed,,63,-3644.8163,-57.854227,22.1
KWO3,perovskite,5,passed,,51,-3588.9802,-70.372161,35.3
KTiO3,perovskite,6,passed,,56,-3337.798,-59.603536,218.7
KYN3,perovskite,5,passed,,27,-911.5266,-33.760244,13.1
KYF3,perovskite,6,passed,,51,-4489.7422,-88.034161,34.8
KYCl3,perovskite,6,passed,,27,-1195.5635,-44.28013,60.7
KYO3,perovskite,5,passed,,21,-667.3842,-31.7802,35.4
KYCl3,perovskite,5,passed,,21,-1177.3141,-56.062576,94.7
KYS3,perovskite,5,passed,,21,-940.16,-44.769524,7.2
KYS3,perovskite,6,passed,,27,-959.6559,-35.542811,16.7
KYO3,perovskite,6,passed,,45,-2795.1211,-62.113802,48.2
KZnF3,perovskite,6,passed,,63,-5313.4019,-84.339713,12.9
KZnF3,perovskite,5,passed,,27,-2380.6577,-88.172507,33.8
KWF3,perovskite,6,passed,,54,-4218.1452,-78.1138,197.9
KVN3,perovskite,6,passed,,54,-2493.5683,-46.177191,305.3
KWN3,perovskite,5,passed,,45,-2233.4464,-49.632142,253.2
KZnO3,perovskite,5,passed,,45,-3507.37,-77.941556,81.0
KTaO3,perovskite,5,passed,,45,-2959.3114,-65.762476,461.5
KYF3,perovskite,5,passed,,27,-1584.6513,-58.690789,205.3
KZrF3,perovskite,6,passed,,51,-4564.3204,-89.496478,16.6
KZrO3,perovskite,6,passed,,51,-3422.4335,-67.106539,52.5
KZnN3,perovskite,5,passed,,27,-1886.6226,-69.874911,184.3
LiCrF3,perovskite,5,passed,,51,-4606.9083,-90.331535,24.2
KZrO3,perovskite,5,passed,,27,-1295.8867,-47.995804,89.1
KZrF3,perovskite,5,passed,,27,-1646.8842,-60.995711,152.9
KVO3,perovskite,5,passed,,51,-3535.807,-69.329549,503.4
KZnN3,perovskite,6,passed,,54,-2871.4068,-53.1742,370.3
LiCuN3,perovskite,5,passed,,39,-2166.05,-55.539744,205.2
KZrN3,perovskite,5,passed,,45,-2117.5126,-47.055836,370.5
KZrN3,perovskite,6,passed,,45,-2117.5126,-47.055836,372.9
KYN3,perovskite,6,passed,,51,-2452.3093,-48.084496,713.0
LiFeN3,perovskite,5,passed,,48,-2613.9585,-54.457469,304.4
LiCrN3,perovskite,6,passed,,108,-4864.5929,-45.042527,658.2
LiCrN3,perovskite,5,passed,,57,-2620.7317,-45.977749,669.4
LiHfF3,perovskite,5,passed,,39,-3095.9132,-79.38239,211.6
LiHfF3,perovskite,6,passed,,57,-4669.4049,-81.919384,110.6
LiCuN3,perovskite,6,passed,,63,-3020.5377,-47.945043,611.5
LiCuO3,perovskite,5,passed,,48,-3419.5422,-71.240462,532.8
KZnO3,perovskite,6,failed,timeout,81,,,900.0
LiIrF3,perovskite,5,passed,,36,-3145.5125,-87.375347,185.0
LiHfN3,perovskite,5,passed,,55,-2411.5395,-43.846173,231.0
LiHfO3,perovskite,5,passed,,45,-2919.9888,-64.88864,332.6
LiHfO3,perovskite,6,passed,,57,-3435.9709,-60.280191,328.7
LiIrF3,perovskite,6,passed,,54,-4433.7303,-82.106117,319.9
LiCuO3,perovskite,6,failed,timeout,100,,,900.0
LiIrO3,perovskite,5,passed,,45,-3236.0386,-71.911969,283.5
LiFeN3,perovskite,6,failed,timeout,87,,,900.0
LiCrF3,perovskite,6,failed,timeout,63,,,1200.0
LiIrN3,perovskite,5,passed,,45,-2456.6027,-54.591171,622.4
LiMnN3,perovskite,5,passed,,45,-2334.8199,-51.884887,418.5
LiIrN3,perovskite,6,passed,,87,-5237.0363,-60.19582,572.9
LiMoF3,perovskite,5,passed,,45,-3940.3967,-87.564371,328.9
LiMoF3,perovskite,6,passed,,69,-5890.7986,-85.373893,312.4
LiHfN3,perovskite,6,failed,timeout,98,,,900.0
LiIrO3,perovskite,6,passed,,87,-6785.7763,-77.997429,671.0
LiMoN3,perovskite,5,passed,,51,-2695.0396,-52.843914,499.5
LiNbN3,perovskite,6,passed,,63,-2630.2156,-41.749454,121.2
LiNbF3,perovskite,6,passed,,51,-4046.7496,-79.348031,225.2
LiNbF3,perovskite,5,passed,,41,-3502.436,-85.425268,306.2
LiMoO3,perovskite,5,passed,,51,-3630.6445,-71.189108,478.5
LiMoN3,perovskite,6,passed,,69,-3126.6155,-45.313268,719.9
LiMnN3,perovskite,6,failed,timeout,90,,,900.0
LiMoO3,perovskite,6,passed,,63,-3700.3278,-58.735362,531.1
LiPdCl3,perovskite,5,passed,,24,-1516.7661,-63.198588,128.4
LiOsF3,perovskite,6,passed,,57,-4698.334,-82.426912,381.5
LiNbN3,perovskite,5,passed,,51,-2596.6076,-50.913875,649.8
LiPdF3,perovskite,6,passed,,57,-4511.8947,-79.156047,98.3
LiOsF3,perovskite,5,passed,,45,-4030.6237,-89.569416,473.1
LiOsN3,perovskite,5,passed,,45,-2369.8662,-52.663693,467.5
LiPdCl3,perovskite,6,passed,,27,-1775.6765,-65.765796,296.6
LiPdS3,perovskite,5,passed,,23,-1224.876,-53.255478,83.2
LiPdF3,perovskite,5,passed,,45,-3981.5086,-88.477969,397.0
LiPdN3,perovskite,5,passed,,42,-2219.0691,-52.834979,351.2
LiPdO3,perovskite,5,passed,,45,-3143.5458,-69.856573,356.3
LiPdS3,perovskite,6,passed,,36,-1856.2492,-51.562478,320.5
LiNiN3,perovskite,6,failed,timeout,101,,,900.0
LiPtF3,perovskite,5,passed,,30,-2718.3822,-90.61274,268.2
LiNiN3,perovskite,5,passed,,51,-3062.9278,-60.057408,1011.1
LiOsN3,perovskite,6,failed,timeout,87,,,900.0
LiPtN3,perovskite,5,passed,,45,-2447.3666,-54.385924,303.3
LiReF3,perovskite,5,passed,,38,-3236.8252,-85.179611,261.3
LiPtF3,perovskite,6,passed,,57,-4577.0315,-80.298798,490.7
LiPtO3,perovskite,5,passed,,45,-3229.0847,-71.757438,455.2
LiPdO3,perovskite,6,failed,timeout,96,,,900.0
LiPdN3,perovskite,6,passed,,69,-3232.7094,-46.850861,998.1
LiReF3,perovskite,6,passed,,63,-5678.935,-90.141825,526.3
LiRhF3,perovskite,5,passed,,44,-4046.8683,-91.97428,419.8
LiRhN3,perovskite,5,passed,,48,-2640.1627,-55.00339,347.3
LiRhO3,perovskite,5,passed,,45,-3174.0857,-70.535238,237.3
LiPtN3,perovskite,6,failed,timeout,87,,,900.1
LiPtO3,perovskite,6,failed,timeout,91,,,900.0
LiReN3,perovskite,5,passed,,51,-2718.6595,-53.307049,756.6
LiRhF3,perovskite,6,passed,,51,-4404.6661,-86.366002,637.7
LiScCl3,perovskite,5,passed,,21,-1180.0706,-56.193838,14.6
LiScCl3,perovskite,6,passed,,27,-1216.544,-45.057185,56.1
