formula,class,R,status,reason,n_atoms,energy_eV,energy_per_atom_eV,elapsed_sec
Cu2CrIn,heusler,5,failed,timeout,27,,,1200.1
Cu2CrIn,heusler,6,failed,timeout,59,,,1200.0
Cu2CrSb,heusler,5,failed,timeout,33,,,1200.1
Cu2CrSi,heusler,6,failed,timeout,100,,,900.0
Cu2CrSb,heusler,6,failed,timeout,48,,,1200.0
Cu2CrSi,heusler,5,failed,timeout,54,,,1200.1
Cu2CrSn,heusler,5,failed,timeout,42,,,1200.1
Cu2CrSn,heusler,6,failed,timeout,72,,,1200.0
Cu2FeAl,heusler,5,failed,timeout,58,,,1200.1
Cu2FeAl,heusler,6,failed,timeout,71,,,1200.1
Cu2FeBi,heusler,5,failed,timeout,46,,,1200.1
Cu2FeBi,heusler,6,failed,timeout,65,,,1200.0
Cu2FeGa,heusler,5,failed,timeout,57,,,1200.1
Cu2FeGa,heusler,6,failed,timeout,69,,,1200.1
Cu2FeGe,heusler,5,failed,timeout,54,,,1200.1
Cu2FeGe,heusler,6,failed,timeout,77,,,1200.0
Cu2FeIn,heusler,5,failed,timeout,40,,,1200.1
Cu2FeIn,heusler,6,failed,timeout,62,,,1200.1
Cu2FeSb,heusler,5,failed,timeout,52,,,1200.1
Cu2HfGa,heusler,5,passed,,4,-155.3607,-38.840175,2.0
Cu2HfGa,heusler,6,passed,,6,-197.4598,-32.909967,2.9
Cu2HfBi,heusler,5,passed,,32,-1728.8356,-54.026113,255.0
Cu2FeSb,heusler,6,failed,timeout,65,,,1200.0
Cu2HfAl,heusler,5,failed,timeout,84,,,900.1
Cu2FeSi,heusler,5,failed,timeout,52,,,1200.1
Cu2FeSi,heusler,6,failed,timeout,78,,,1200.0
Cu2FeSn,heusler,5,failed,timeout,52,,,1200.1
Cu2HfAl,heusler,6,failed,timeout,147,,,900.0
Cu2FeSn,heusler,6,failed,timeout,65,,,1200.0
Cu2HfBi,heusler,6,failed,timeout,59,,,1200.0
Cu2HfGe,heusler,5,failed,timeout,40,,,1200.1
Cu2HfGe,heusler,6,failed,timeout,58,,,1200.0
Cu2HfIn,heusler,5,failed,timeout,42,,,1200.0
Cu2HfSi,heusler,6,failed,timeout,129,,,900.0
Cu2HfSn,heusler,5,passed,,41,-2149.5932,-52.429102,882.2
Cu2MnGa,heusler,5,passed,,6,-311.0016,-51.8336,28.9
Cu2MnGa,heusler,6,passed,,9,-506.8053,-56.3117,65.9
Cu2HfIn,heusler,6,failed,timeout,78,,,1200.0
Cu2HfSb,heusler,5,failed,timeout,41,,,1200.1
Cu2HfSb,heusler,6,failed,timeout,68,,,1200.1
Cu2HfSi,heusler,5,failed,timeout,73,,,1200.1
Cu2MnAl,heusler,5,failed,timeout,100,,,900.0
Cu2HfSn,heusler,6,failed,timeout,75,,,1200.0
Cu2MnBi,heusler,6,failed,timeout,125,,,900.0
Cu2MnGe,heusler,6,failed,timeout,93,,,900.0
Cu2MnBi,heusler,5,failed,timeout,66,,,1200.0
Cu2MnIn,heusler,6,failed,timeout,81,,,900.0
Cu2MnGe,heusler,5,failed,timeout,55,,,1200.1
Cu2MnIn,heusler,5,failed,timeout,49,,,1200.1
Cu2MnSb,heusler,5,failed,timeout,50,,,1200.1
Cu2MnSb,heusler,6,failed,timeout,82,,,900.0
Cu2MnAl,heusler,6,failed,timeout,177,,,1800.0
Cu2MnSi,heusler,6,failed,timeout,116,,,900.1
Cu2MnSi,heusler,5,failed,timeout,61,,,1200.1
Cu2MnSn,heusler,6,failed,timeout,83,,,900.0
Cu2MoAl,heusler,5,failed,timeout,112,,,900.1
Cu2MnSn,heusler,5,failed,timeout,46,,,1200.1
Cu2MoBi,heusler,6,failed,timeout,104,,,900.0
Cu2MoBi,heusler,5,failed,timeout,59,,,1200.1
Cu2MoGa,heusler,5,failed,timeout,51,,,1200.1
Cu2MoGa,heusler,6,failed,timeout,62,,,1200.1
Cu2MoGe,heusler,6,failed,timeout,92,,,900.0
Cu2MoGe,heusler,5,failed,timeout,47,,,1200.1
Cu2MoAl,heusler,6,failed,timeout,189,,,1800.1
Cu2MoIn,heusler,5,failed,timeout,37,,,1200.1
Cu2MoIn,heusler,6,failed,timeout,59,,,1200.1
Cu2MoSb,heusler,5,failed,timeout,34,,,1200.1
Cu2NbGa,heusler,5,passed,,50,-2347.3284,-46.946568,125.9
Cu2MoSb,heusler,6,failed,timeout,62,,,1200.0
Cu2MoSi,heusler,6,failed,timeout,106,,,900.0
Cu2MoSi,heusler,5,failed,timeout,60,,,1200.0
Cu2NbAl,heusler,5,failed,timeout,84,,,900.1
Cu2MoSn,heusler,5,failed,timeout,34,,,1200.1
Cu2NbIn,heusler,5,passed,,30,-1298.5499,-43.284997,251.4
Cu2NbAl,heusler,6,failed,timeout,146,,,900.1
Cu2MoSn,heusler,6,failed,timeout,61,,,1200.1
Cu2NbBi,heusler,5,failed,timeout,93,,,900.0
Cu2NbGa,heusler,6,failed,timeout,89,,,900.0
Cu2NbGe,heusler,6,failed,timeout,112,,,900.0
Cu2NbSn,heusler,5,passed,,47,-2379.8555,-50.635223,550.5
Cu2NbGe,heusler,5,failed,timeout,56,,,1200.1
Cu2NbSb,heusler,6,failed,timeout,104,,,900.0
Cu2NbSi,heusler,5,failed,timeout,82,,,900.1
Cu2NbSi,heusler,6,failed,timeout,143,,,900.0
Cu2NbBi,heusler,6,failed,timeout,155,,,1800.1
Cu2NbIn,heusler,6,failed,timeout,59,,,1200.0
Cu2NbSb,heusler,5,failed,timeout,56,,,1200.1
Cu2NiBi,heusler,5,passed,,29,-2268.351,-78.219,454.4
Cu2NbSn,heusler,6,failed,timeout,98,,,900.5
Cu2NiGa,heusler,5,passed,,55,-3998.9145,-72.707536,640.4
Cu2NiAl,heusler,5,failed,timeout,55,,,1200.5
Cu2NiGe,heusler,5,passed,,41,-2768.7711,-67.531002,756.0
Cu2NiAl,heusler,6,failed,timeout,65,,,1200.5
Cu2NiBi,heusler,6,failed,timeout,58,,,1200.5
Cu2NiGa,heusler,6,failed,timeout,65,,,1200.5
Cu2NiGe,heusler,6,failed,timeout,80,,,1200.5
Cu2NiIn,heusler,5,failed,timeout,45,,,1200.5
Cu2NiIn,heusler,6,failed,timeout,59,,,1200.5
Cu2NiSi,heusler,5,passed,,53,-4015.1273,-75.757119,804.2
Cu2NiSb,heusler,5,failed,timeout,41,,,1200.1
Cu2NiSb,heusler,6,failed,timeout,64,,,1200.0
Cu2NiSi,heusler,6,failed,timeout,65,,,1200.0
Cu2NiSn,heusler,5,failed,timeout,39,,,1200.0
Cu2TaAl,heusler,5,failed,timeout,91,,,900.0
Cu2TaGa,heusler,6,passed,,81,-3586.4258,-44.276862,551.1
Cu2NiSn,heusler,6,failed,timeout,62,,,1200.1
Cu2TaGe,heusler,5,passed,,50,-2355.9377,-47.118754,593.5
Cu2TaBi,heusler,5,failed,timeout,41,,,1200.0
Cu2TaIn,heusler,5,passed,,30,-1361.072,-45.369067,540.0
Cu2TaBi,heusler,6,failed,timeout,56,,,1200.0
Cu2TaGa,heusler,5,failed,timeout,41,,,1200.0
Cu2TaGe,heusler,6,failed,timeout,81,,,900.0
Cu2TaAl,heusler,6,failed,timeout,158,,,1800.0
Cu2TaIn,heusler,6,failed,timeout,59,,,1200.0
Cu2TaSn,heusler,5,passed,,38,-2220.7011,-58.439503,698.6
Cu2TaSb,heusler,5,failed,timeout,41,,,1200.1
Cu2TiGa,heusler,5,passed,,5,-189.4059,-37.88118,46.1
Cu2TiGa,heusler,6,passed,,9,-453.9514,-50.439044,89.6
Cu2TaSi,heusler,6,failed,timeout,135,,,900.0
Cu2TaSb,heusler,6,failed,timeout,59,,,1200.1
Cu2TaSi,heusler,5,failed,timeout,74,,,1200.1
Cu2TiAl,heusler,5,failed,timeout,84,,,900.0
Cu2TiAl,heusler,6,failed,timeout,149,,,900.0
Cu2TaSn,heusler,6,failed,timeout,69,,,1200.0
Cu2TiBi,heusler,5,failed,timeout,93,,,900.1
Cu2TiGe,heusler,6,failed,timeout,124,,,900.1
Cu2TiGe,heusler,5,failed,timeout,68,,,1200.1
Cu2TiIn,heusler,5,failed,timeout,48,,,1200.0
Cu2TiSi,heusler,5,failed,timeout,90,,,900.0
Cu2TiIn,heusler,6,failed,timeout,80,,,1200.0
Cu2TiSb,heusler,5,failed,timeout,42,,,1200.1
Cu2TiSb,heusler,6,failed,timeout,73,,,1200.0
Cu2TiBi,heusler,6,failed,timeout,173,,,1800.0
Cu2TiSn,heusler,5,failed,timeout,46,,,1200.1
Cu2VAl,heusler,5,failed,timeout,117,,,900.1
Cu2TiSn,heusler,6,failed,timeout,74,,,1200.0
Cu2VBi,heusler,5,failed,timeout,93,,,900.1
Cu2TiSi,heusler,6,failed,timeout,168,,,1800.1
Cu2VGa,heusler,5,failed,timeout,54,,,1200.1
Cu2VGa,heusler,6,failed,timeout,65,,,1200.0
Cu2VGe,heusler,6,failed,timeout,124,,,900.0
Cu2VIn,heusler,5,passed,,40,-2159.5096,-53.98774,831.5
Cu2VGe,heusler,5,failed,timeout,68,,,1200.1
Cu2VAl,heusler,6,failed,timeout,193,,,1800.0
Cu2VSb,heusler,6,failed,timeout,117,,,900.0
Cu2VBi,heusler,6,failed,timeout,184,,,1800.0
Cu2VIn,heusler,6,failed,timeout,78,,,1200.0
Cu2VSb,heusler,5,failed,timeout,68,,,1200.1
Cu2VSi,heusler,6,failed,timeout,145,,,900.0
Cu2VSi,heusler,5,failed,timeout,79,,,1200.1
Cu2WAl,heusler,5,failed,timeout,98,,,900.4
Cu2VSn,heusler,5,failed,timeout,49,,,1200.5
Cu2VSn,heusler,6,failed,timeout,61,,,1202.3
Cu2WIn,heusler,5,passed,,30,-1389.7401,-46.32467,359.3
Cu2WBi,heusler,5,failed,timeout,44,,,1206.3
Cu2WBi,heusler,6,failed,timeout,74,,,1206.2
Cu2WGa,heusler,5,failed,timeout,39,,,1208.9
Cu2WGa,heusler,6,failed,timeout,61,,,1209.9
Cu2WGe,heusler,6,failed,timeout,86,,,911.3
Cu2WGe,heusler,5,failed,timeout,48,,,1211.3
Cu2WAl,heusler,6,failed,timeout,154,,,1813.8
Cu2WSb,heusler,5,passed,,34,-1991.9567,-58.586962,849.7
Cu2WIn,heusler,6,failed,timeout,59,,,1217.3
Cu2ZrGa,heusler,5,passed,,4,-155.4081,-38.852025,1.9
Cu2ZrGa,heusler,6,passed,,7,-256.0427,-36.577529,4.7
Cu2WSi,heusler,6,failed,timeout,87,,,913.5
Cu2WSb,heusler,6,failed,timeout,60,,,1217.5
Cu2WSi,heusler,5,failed,timeout,51,,,1218.2
Cu2ZrAl,heusler,5,failed,timeout,84,,,914.1
Cu2ZrAl,heusler,6,failed,timeout,135,,,914.1
Cu2WSn,heusler,5,failed,timeout,32,,,1218.6
Cu2WSn,heusler,6,failed,timeout,52,,,1218.7
Cu2ZrBi,heusler,5,failed,timeout,49,,,1219.4
Cu2ZrBi,heusler,6,failed,timeout,76,,,1218.9
Cu2ZrGe,heusler,5,failed,timeout,39,,,1219.4
Cu2ZrGe,heusler,6,failed,timeout,73,,,1218.9
Cu2ZrSn,heusler,5,passed,,36,-1849.7311,-51.381419,444.1
Cu2ZrIn,heusler,5,failed,timeout,37,,,1219.1
Cu2ZrSi,heusler,6,failed,timeout,129,,,912.6
Cu2ZrIn,heusler,6,failed,timeout,67,,,1216.9
Cu2ZrSb,heusler,5,failed,timeout,40,,,1215.8
Cu2ZrSb,heusler,6,failed,timeout,74,,,1215.8
Fe2CoBi,heusler,5,passed,,51,-3258.8002,-63.898043,314.3
Fe2CoGe,heusler,5,passed,,59,-3615.9041,-61.28651,80.5
Fe2CoIn,heusler,5,passed,,36,-2005.1954,-55.699872,69.9
Fe2CoGe,heusler,6,passed,,65,-3843.9101,-59.137078,107.2
Cu2ZrSi,heusler,5,failed,timeout,73,,,1213.7
Fe2CoGa,heusler,5,passed,,52,-3034.5768,-58.357246,247.3
Fe2CoSi,heusler,5,passed,,59,-3593.7577,-60.911147,83.6
Fe2CoSb,heusler,5,passed,,52,-3311.0501,-63.67404,140.2
Fe2CoSi,heusler,6,passed,,65,-3811.8346,-58.643609,94.9
Fe2CoSb,heusler,6,passed,,65,-4153.774,-63.904215,131.6
Fe2CoBi,heusler,6,passed,,89,-5565.6178,-62.535031,529.8
Fe2CrAl,heusler,5,passed,,59,-2876.3624,-48.751905,60.3
Fe2CrAl,heusler,6,passed,,65,-3049.477,-46.915031,123.1
Fe2CrBi,heusler,5,passed,,56,-2927.9479,-52.284784,111.4
Fe2CoAl,heusler,6,passed,,95,-5702.7922,-60.029392,763.8
Fe2CoSn,heusler,5,passed,,42,-2415.5892,-57.514029,220.3
Cu2ZrSn,heusler,6,failed,timeout,59,,,1207.6
Fe2CrIn,heusler,5,passed,,27,-981.2469,-36.342478,18.5
Fe2CrGa,heusler,6,passed,,62,-2980.3306,-48.069848,146.9
Fe2CrGe,heusler,6,passed,,65,-3226.5109,-49.638629,118.6
Fe2CrGe,heusler,5,passed,,53,-2833.211,-53.456811,168.7
Fe2CoAl,heusler,5,passed,,57,-3307.5582,-58.027337,1114.2
Fe2CrSi,heusler,6,passed,,65,-3201.9768,-49.261182,103.0
Fe2CrSn,heusler,5,passed,,30,-1331.3879,-44.379597,37.9
Fe2CoSn,heusler,6,passed,,59,-3487.9541,-59.117866,699.1
Fe2CrGa,heusler,5,passed,,40,-1925.6729,-48.141823,591.4
Fe2CrSb,heusler,6,passed,,59,-3170.7845,-53.74211,432.1
Fe2HfBi,heusler,5,passed,,33,-1663.5117,-50.409445,24.9
Fe2CrSb,heusler,5,passed,,36,-1810.981,-50.305028,502.8
Fe2HfGa,heusler,5,passed,,27,-976.2769,-36.158404,6.3
Fe2HfGa,heusler,6,passed,,59,-2742.9729,-46.491066,45.9
Fe2CoIn,heusler,6,passed,,55,-3160.1079,-57.456507,1038.2
Fe2CrIn,heusler,6,passed,,59,-2885.7828,-48.911573,595.7
Fe2HfIn,heusler,5,passed,,27,-946.6275,-35.060278,7.1
Fe2CoGa,heusler,6,failed,timeout,65,,,1200.0
Fe2HfGe,heusler,6,passed,,59,-2911.9059,-49.354337,47.1
Fe2CrSi,heusler,5,passed,,55,-2895.5829,-52.646962,586.7
Fe2HfAl,heusler,5,passed,,33,-1356.5018,-41.106115,245.9
Fe2HfAl,heusler,6,passed,,59,-2735.288,-46.360814,216.3
Fe2HfSb,heusler,5,passed,,30,-1438.8808,-47.962693,44.3
Fe2CrBi,heusler,6,failed,timeout,118,,,900.0
Fe2HfIn,heusler,6,passed,,59,-2704.0731,-45.831747,68.4
Fe2HfSb,heusler,6,passed,,59,-3007.6431,-50.977002,57.6
Fe2HfGe,heusler,5,passed,,27,-1031.7953,-38.214641,124.7
Fe2HfSn,heusler,6,passed,,59,-2678.4698,-45.397793,52.1
Fe2HfSi,heusler,6,passed,,59,-2885.8285,-48.912347,74.4
Fe2HfSn,heusler,5,passed,,27,-1448.8127,-53.65973,85.9
Fe2HfSi,heusler,5,passed,,27,-1019.2556,-37.750207,104.4
Fe2MnGa,heusler,5,passed,,38,-1945.7357,-51.203571,81.9
Fe2MnGe,heusler,5,passed,,59,-3265.4721,-55.346985,79.2
Fe2MnGe,heusler,6,passed,,65,-3494.1406,-53.756009,94.3
Fe2MnIn,heusler,5,passed,,36,-1777.6343,-49.378731,52.1
Fe2MnSb,heusler,5,passed,,45,-2557.0512,-56.82336,130.0
Fe2MnSi,heusler,5,passed,,59,-3242.941,-54.965102,84.1
Fe2MnSi,heusler,6,passed,,65,-3460.0185,-53.231054,103.6
Fe2MnBi,heusler,5,passed,,51,-2937.3725,-57.595539,530.7
Fe2HfBi,heusler,6,passed,,59,-3040.5659,-51.535015,785.9
Fe2MoAl,heusler,5,passed,,51,-2768.3538,-54.281447,55.6
Fe2CrSn,heusler,6,failed,timeout,59,,,1200.1
Fe2MnGa,heusler,6,passed,,72,-3702.0499,-51.41736,797.4
Fe2MnAl,heusler,5,passed,,57,-2951.6034,-51.782516,859.4
Fe2MnAl,heusler,6,failed,timeout,92,,,900.0
Fe2MnBi,heusler,6,failed,timeout,89,,,900.0
Fe2MnSn,heusler,5,passed,,48,-2576.2954,-53.672821,492.4
Fe2MoGe,heusler,5,passed,,51,-2837.9425,-55.645931,55.8
Fe2MoGa,heusler,5,passed,,48,-2573.9729,-53.624435,119.2
Fe2MoIn,heusler,5,passed,,30,-1450.6798,-48.355993,47.9
Fe2MoGa,heusler,6,passed,,62,-3107.1934,-50.116023,131.4
Fe2MoGe,heusler,6,passed,,65,-3397.593,-52.270662,88.0
Fe2MoSi,heusler,5,passed,,51,-2829.3513,-55.477476,42.0
Fe2MoIn,heusler,6,passed,,58,-2920.3222,-50.350383,169.8
Fe2MoSb,heusler,5,passed,,40,-2162.0736,-54.05184,138.3
Fe2MoBi,heusler,5,passed,,48,-2618.438,-54.550792,411.6
Fe2MnSb,heusler,6,passed,,62,-3521.0497,-56.791124,1018.9
Fe2MoSn,heusler,5,passed,,39,-2035.5488,-52.193559,70.8
Fe2MoSb,heusler,6,passed,,62,-3388.6027,-54.654882,201.6
Fe2MnSn,heusler,6,passed,,58,-3082.8666,-53.152872,776.2
Fe2MnIn,heusler,6,failed,timeout,67,,,1200.0
Fe2NbAl,heusler,5,passed,,59,-2653.4919,-44.974439,151.4
Fe2MoSn,heusler,6,passed,,62,-3223.2203,-51.987424,182.9
Fe2NbGa,heusler,5,passed,,42,-1858.1598,-44.2419,62.8
Fe2NbIn,heusler,5,passed,,27,-984.2502,-36.453711,12.7
Fe2NbGa,heusler,6,passed,,62,-2857.9943,-46.096682,63.7
Fe2MoAl,heusler,6,passed,,65,-3230.3652,-49.697926,759.5
Fe2MoBi,heusler,6,passed,,65,-3581.6889,-55.102906,606.2
Fe2NbIn,heusler,6,passed,,59,-2805.3921,-47.549019,90.7
Fe2NbSb,heusler,6,passed,,62,-3220.8611,-51.949373,94.5
Fe2NbSi,heusler,5,passed,,58,-2945.9198,-50.791721,91.8
Fe2NbSn,heusler,5,passed,,36,-1699.0868,-47.196856,79.5
Fe2NbGe,heusler,5,passed,,58,-2972.7546,-51.25439,288.5
Fe2NbSn,heusler,6,passed,,62,-3054.3265,-49.263331,89.1
Fe2NbSb,heusler,5,passed,,40,-2023.8876,-50.59719,361.7
Fe2NbBi,heusler,5,passed,,61,-3215.5557,-52.714028,576.0
Fe2MoSi,heusler,6,passed,,65,-3374.9035,-51.921592,768.0
Fe2NiGa,heusler,6,passed,,65,-3806.2536,-58.557748,119.9
Fe2NbAl,heusler,6,failed,timeout,97,,,900.0
Fe2NbBi,heusler,6,failed,timeout,99,,,900.0
Fe2NiIn,heusler,5,passed,,27,-1342.8797,-49.736285,6.6
Fe2NiBi,heusler,5,passed,,51,-3434.7395,-67.347833,549.9
Fe2NiGe,heusler,6,passed,,65,-4036.7383,-62.103666,106.6
Fe2NbGe,heusler,6,failed,timeout,95,,,900.0
Fe2NiIn,heusler,6,passed,,59,-3614.4115,-61.261212,102.1
Fe2NiSb,heusler,6,passed,,65,-4416.6032,-67.947742,118.1
Fe2NiGe,heusler,5,passed,,59,-3807.4118,-64.532403,351.9
Fe2NiSi,heusler,5,passed,,59,-3675.9091,-62.303544,107.5
Fe2NbSi,heusler,6,failed,timeout,95,,,900.0
Fe2NiSb,heusler,5,passed,,52,-3493.4975,-67.182644,208.5
Fe2NiSn,heusler,5,passed,,42,-2849.3051,-67.840598,134.2
Fe2NiGa,heusler,5,passed,,51,-2924.8855,-57.350696,673.3
Fe2NiSn,heusler,6,passed,,65,-4249.7828,-65.381274,153.5
Fe2NiAl,heusler,6,failed,timeout,83,,,900.0
Fe2TaGa,heusler,6,passed,,62,-2847.7834,-45.93199,57.7
Fe2NiAl,heusler,5,passed,,54,-3344.8504,-61.941674,976.7
Fe2TaGe,heusler,5,passed,,51,-2693.4185,-52.812127,36.2
Fe2TaGa,heusler,5,passed,,39,-1773.0867,-45.463762,111.8
Fe2TaGe,heusler,6,passed,,65,-3185.3809,-49.00586,56.6
Fe2TaIn,heusler,5,passed,,27,-1133.9809,-41.999293,54.6
Fe2NiBi,heusler,6,failed,timeout,83,,,900.0
Fe2TaBi,heusler,5,passed,,55,-2898.8093,-52.705624,278.6
Fe2TaSb,heusler,6,passed,,62,-3210.9273,-51.78915,99.1
Fe2TaIn,heusler,6,passed,,58,-2774.2362,-47.831659,164.9
Fe2TaSn,heusler,5,passed,,36,-1680.1154,-46.669872,79.0
Fe2TaAl,heusler,5,passed,,59,-2626.1458,-44.510946,405.8
Fe2TaSb,heusler,5,passed,,40,-2000.8359,-50.020898,185.7
Fe2TiAl,heusler,5,passed,,40,-1788.1395,-44.703488,37.1
Fe2TaSn,heusler,6,passed,,62,-3045.4163,-49.119618,87.7
Fe2TaSi,heusler,6,passed,,71,-3569.1587,-50.269841,142.6
Fe2TaSi,heusler,5,passed,,58,-2933.5785,-50.57894,200.4
Fe2TiBi,heusler,5,passed,,39,-1932.8724,-49.560831,88.4
Fe2TiIn,heusler,5,passed,,27,-947.2723,-35.084159,15.1
Fe2TiGa,heusler,5,passed,,38,-1654.8376,-43.548358,103.8
Fe2TiGa,heusler,6,passed,,62,-2828.6009,-45.622595,78.5
Fe2TiGe,heusler,5,passed,,43,-2013.0695,-46.81557,74.2
Fe2TiSb,heusler,5,passed,,27,-1083.166,-40.117259,20.1
Fe2TiGe,heusler,6,passed,,62,-2938.2057,-47.390415,94.3
Fe2TiSn,heusler,5,passed,,27,-1085.2199,-40.19333,7.6
Fe2TiSb,heusler,6,passed,,59,-3036.0429,-51.458354,66.3
Fe2TiSn,heusler,6,passed,,59,-2859.8211,-48.471544,48.5
Fe2TiBi,heusler,6,passed,,62,-3184.96,-51.370323,225.2
Fe2TiIn,heusler,6,passed,,59,-2705.7556,-45.860264,139.4
Fe2TiSi,heusler,6,passed,,62,-2908.7573,-46.91544,107.0
Fe2TiSi,heusler,5,passed,,43,-1990.0209,-46.279556,152.1
Fe2VGa,heusler,5,passed,,43,-2034.1729,-47.306347,72.1
Fe2VAl,heusler,6,passed,,65,-3028.8663,-46.597943,126.5
Fe2VGa,heusler,6,passed,,62,-2936.552,-47.363742,88.4
Fe2VBi,heusler,5,passed,,54,-2872.3494,-53.191656,155.2
Fe2VGe,heusler,6,passed,,65,-3211.761,-49.411708,71.1
Fe2VGe,heusler,5,passed,,55,-2866.1298,-52.111451,91.5
Fe2VIn,heusler,5,passed,,36,-1608.3675,-44.676875,60.1
Fe2VSi,heusler,5,passed,,58,-2955.7867,-50.96184,81.5
Fe2VSb,heusler,5,passed,,43,-2221.7754,-51.669195,112.2
Fe2TaAl,heusler,6,failed,timeout,89,,,900.0
Fe2VSb,heusler,6,passed,,62,-3231.3989,-52.119337,124.6
Fe2TiAl,heusler,6,passed,,77,-3346.5131,-43.461209,554.5
Fe2VSi,heusler,6,passed,,65,-3205.2285,-49.311208,73.4
Fe2VSn,heusler,5,passed,,42,-2105.7815,-50.137655,73.4
Fe2TaBi,heusler,6,failed,timeout,98,,,900.0
Fe2WAl,heusler,5,passed,,54,-2810.6896,-52.049807,83.4
Fe2VSn,heusler,6,passed,,59,-2969.2499,-50.326269,92.1
Fe2VIn,heusler,6,passed,,58,-2663.6335,-45.924716,244.7
Fe2VAl,heusler,5,passed,,59,-2879.2217,-48.800368,475.9
Fe2WBi,heusler,5,passed,,45,-2474.5997,-54.991104,79.5
Fe2WGe,heusler,5,passed,,51,-2805.4036,-55.007914,43.7
Fe2NiSi,heusler,6,failed,timeout,65,,,1200.0
Fe2WGa,heusler,5,passed,,48,-2538.9253,-52.894277,96.4
Fe2WAl,heusler,6,passed,,65,-3164.1527,-48.679272,149.0
Fe2WGe,heusler,6,passed,,65,-3339.7263,-51.380405,69.4
Fe2WIn,heusler,5,passed,,30,-1421.9927,-47.399757,46.0
Fe2WGa,heusler,6,passed,,62,-3062.7434,-49.399087,97.9
Fe2WSi,heusler,5,passed,,51,-2796.8664,-54.840518,38.0
Fe2WBi,heusler,6,passed,,65,-3476.8076,-53.489348,147.3
Fe2ZrAl,heusler,6,passed,,6,-207.9194,-34.653233,23.3
Fe2ZrBi,heusler,5,passed,,33,-1664.232,-50.431273,22.5
Fe2WSn,heusler,5,passed,,36,-1795.183,-49.866194,64.4
Fe2WSi,heusler,6,passed,,65,-3313.413,-50.975585,87.2
Fe2WIn,heusler,6,passed,,55,-2689.1043,-48.892805,130.0
Fe2ZrIn,heusler,5,passed,,27,-944.6892,-34.988489,6.7
Fe2WSb,heusler,5,passed,,40,-2118.5934,-52.964835,135.8
Fe2ZrGa,heusler,6,passed,,59,-2739.2052,-46.427207,53.9
Fe2WSb,heusler,6,passed,,62,-3342.1027,-53.904882,130.4
Fe2ZrSi,heusler,5,passed,,27,-1006.9932,-37.296044,12.2
Fe2ZrGe,heusler,6,passed,,59,-2892.8441,-49.031256,50.8
Fe2ZrSb,heusler,5,passed,,30,-1439.0203,-47.967343,41.1
Fe2WSn,heusler,6,passed,,62,-3177.1281,-51.244002,135.2
Fe2ZrGa,heusler,5,passed,,27,-976.9672,-36.18397,123.2
Fe2ZrIn,heusler,6,passed,,59,-2701.3345,-45.785331,62.9
Fe2ZrSb,heusler,6,passed,,59,-3005.1929,-50.935473,60.5
Fe2ZrSn,heusler,6,passed,,59,-2852.6113,-48.349344,46.7
Fe2ZrGe,heusler,5,passed,,27,-1129.6029,-41.837144,121.8
Fe2ZrSi,heusler,6,passed,,59,-2881.7573,-48.843344,101.7
Fe2ZrSn,heusler,5,passed,,27,-1086.7014,-40.2482,111.5
Mn2CoGa,heusler,5,passed,,36,-1815.4256,-50.428489,197.8
Fe2VBi,heusler,6,passed,,65,-3353.4832,-51.592049,860.5
Mn2CoBi,heusler,5,passed,,51,-2918.662,-57.228667,371.2
Mn2CoGe,heusler,6,passed,,65,-3607.1546,-55.494686,316.4
Mn2CoSb,heusler,5,passed,,49,-2771.6393,-56.564067,96.5
Fe2ZrBi,heusler,6,passed,,59,-3038.8361,-51.505697,739.8
Mn2CoIn,heusler,5,passed,,31,-1725.9,-55.674194,406.1
Mn2CoAl,heusler,5,passed,,54,-2739.774,-50.736556,718.9
Mn2CoBi,heusler,6,passed,,77,-4404.0753,-57.195783,696.9
Mn2CoSn,heusler,5,passed,,45,-2311.9577,-51.376838,123.5
Mn2CoGe,heusler,5,passed,,59,-3139.8272,-53.21741,783.3
Mn2CoGa,heusler,6,passed,,62,-3229.5287,-52.089173,865.9
Mn2CoAl,heusler,6,failed,timeout,92,,,900.0
Mn2CoSn,heusler,6,passed,,58,-3030.4081,-52.248416,206.1
Mn2CoSb,heusler,6,passed,,61,-3455.7252,-56.651233,543.0
Mn2CrBi,heusler,5,passed,,51,-2341.3753,-45.90932,97.4
Mn2CoSi,heusler,5,passed,,59,-3110.7771,-52.725036,497.5
Mn2CrGe,heusler,5,passed,,51,-2311.5212,-45.323945,59.2
Mn2CrGa,heusler,5,passed,,40,-1606.3027,-40.157567,107.1
Mn2CrIn,heusler,5,passed,,31,-1074.7691,-34.669971,60.9
Mn2CrGe,heusler,6,passed,,65,-2798.3657,-43.05178,74.9
Mn2CrSb,heusler,5,passed,,42,-1929.719,-45.94569,98.0
Mn2CrSi,heusler,5,passed,,58,-2549.6003,-43.958626,92.5
Mn2CrBi,heusler,6,passed,,65,-2936.697,-45.179954,231.9
Mn2CrAl,heusler,5,passed,,55,-2066.2199,-37.567635,492.0
Mn2CrSi,heusler,6,passed,,65,-2770.0876,-42.616732,98.8
Mn2CrAl,heusler,6,passed,,77,-3115.9677,-40.467113,467.6
Mn2CrSn,heusler,5,passed,,42,-1823.2122,-43.409814,133.4
Mn2CrSb,heusler,6,passed,,61,-2774.6207,-45.485585,233.0
