formula,class,sg,a,n_atoms_cell,t_factor,mu_factor,vec,delta_percent,predicted_phase,confidence,elements,ang_mom
Ti2TaGa,heusler,Fm-3m,6.6395,16,,,,,,medium,Ga;Ta;Ti,"{""Ga"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2TaGe,heusler,Fm-3m,6.4894,16,,,,,,high,Ge;Ta;Ti,"{""Ge"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2TaSn,heusler,Fm-3m,6.9051,16,,,,,,medium,Sn;Ta;Ti,"{""Sn"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2TaSb,heusler,Fm-3m,6.9398,16,,,,,,medium,Sb;Ta;Ti,"{""Sb"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2TaIn,heusler,Fm-3m,7.009,16,,,,,,low,In;Ta;Ti,"{""In"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2TaBi,heusler,Fm-3m,6.882,16,,,,,,medium,Bi;Ta;Ti,"{""Bi"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2WAl,heusler,Fm-3m,6.6511,16,,,,,,medium,Al;Ti;W,"{""Al"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WSi,heusler,Fm-3m,6.3624,16,,,,,,high,Si;Ti;W,"{""Si"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WGa,heusler,Fm-3m,6.5587,16,,,,,,medium,Ga;Ti;W,"{""Ga"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WGe,heusler,Fm-3m,6.4086,16,,,,,,high,Ge;Ti;W,"{""Ge"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WSn,heusler,Fm-3m,6.8243,16,,,,,,medium,Sn;Ti;W,"{""Sn"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WSb,heusler,Fm-3m,6.8589,16,,,,,,medium,Sb;Ti;W,"{""Sb"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WIn,heusler,Fm-3m,6.9282,16,,,,,,medium,In;Ti;W,"{""In"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
Ti2WBi,heusler,Fm-3m,6.8012,16,,,,,,medium,Bi;Ti;W,"{""Bi"": ""p"", ""Ti"": ""d"", ""W"": ""d""}"
V2TiAl,heusler,Fm-3m,6.4432,16,,,,,,high,Al;Ti;V,"{""Al"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiSi,heusler,Fm-3m,6.1546,16,,,,,,high,Si;Ti;V,"{""Si"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiGa,heusler,Fm-3m,6.3509,16,,,,,,high,Ga;Ti;V,"{""Ga"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiGe,heusler,Fm-3m,6.2007,16,,,,,,high,Ge;Ti;V,"{""Ge"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiSn,heusler,Fm-3m,6.6164,16,,,,,,medium,Sn;Ti;V,"{""Sn"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiSb,heusler,Fm-3m,6.6511,16,,,,,,medium,Sb;Ti;V,"{""Sb"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiIn,heusler,Fm-3m,6.7204,16,,,,,,medium,In;Ti;V,"{""In"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2TiBi,heusler,Fm-3m,6.5933,16,,,,,,medium,Bi;Ti;V,"{""Bi"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
V2CrAl,heusler,Fm-3m,6.2238,16,,,,,,high,Al;Cr;V,"{""Al"": ""p"", ""Cr"": ""d"", ""V"": ""d""}"
V2CrSi,heusler,Fm-3m,5.9352,16,,,,,,high,Cr;Si;V,"{""Cr"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2CrGa,heusler,Fm-3m,6.1315,16,,,,,,high,Cr;Ga;V,"{""Cr"": ""d"", ""Ga"": ""p"", ""V"": ""d""}"
V2CrGe,heusler,Fm-3m,5.9813,16,,,,,,high,Cr;Ge;V,"{""Cr"": ""d"", ""Ge"": ""p"", ""V"": ""d""}"
V2CrSn,heusler,Fm-3m,6.397,16,,,,,,high,Cr;Sn;V,"{""Cr"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2CrSb,heusler,Fm-3m,6.4317,16,,,,,,high,Cr;Sb;V,"{""Cr"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2CrIn,heusler,Fm-3m,6.501,16,,,,,,medium,Cr;In;V,"{""Cr"": ""d"", ""In"": ""p"", ""V"": ""d""}"
V2CrBi,heusler,Fm-3m,6.3739,16,,,,,,high,Bi;Cr;V,"{""Bi"": ""p"", ""Cr"": ""d"", ""V"": ""d""}"
V2MnAl,heusler,Fm-3m,6.2123,16,,,,,,high,Al;Mn;V,"{""Al"": ""p"", ""Mn"": ""d"", ""V"": ""d""}"
V2MnSi,heusler,Fm-3m,5.9236,16,,,,,,high,Mn;Si;V,"{""Mn"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2MnGa,heusler,Fm-3m,6.1199,16,,,,,,high,Ga;Mn;V,"{""Ga"": ""p"", ""Mn"": ""d"", ""V"": ""d""}"
V2MnGe,heusler,Fm-3m,5.9698,16,,,,,,high,Ge;Mn;V,"{""Ge"": ""p"", ""Mn"": ""d"", ""V"": ""d""}"
V2MnSn,heusler,Fm-3m,6.3855,16,,,,,,high,Mn;Sn;V,"{""Mn"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2MnSb,heusler,Fm-3m,6.4201,16,,,,,,high,Mn;Sb;V,"{""Mn"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2MnIn,heusler,Fm-3m,6.4894,16,,,,,,high,In;Mn;V,"{""In"": ""p"", ""Mn"": ""d"", ""V"": ""d""}"
V2MnBi,heusler,Fm-3m,6.3624,16,,,,,,high,Bi;Mn;V,"{""Bi"": ""p"", ""Mn"": ""d"", ""V"": ""d""}"
V2FeAl,heusler,Fm-3m,6.2007,16,,,,,,high,Al;Fe;V,"{""Al"": ""p"", ""Fe"": ""d"", ""V"": ""d""}"
V2FeSi,heusler,Fm-3m,5.9121,16,,,,,,high,Fe;Si;V,"{""Fe"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2FeGa,heusler,Fm-3m,6.1084,16,,,,,,high,Fe;Ga;V,"{""Fe"": ""d"", ""Ga"": ""p"", ""V"": ""d""}"
V2FeGe,heusler,Fm-3m,5.9583,16,,,,,,high,Fe;Ge;V,"{""Fe"": ""d"", ""Ge"": ""p"", ""V"": ""d""}"
V2FeSn,heusler,Fm-3m,6.3739,16,,,,,,high,Fe;Sn;V,"{""Fe"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2FeSb,heusler,Fm-3m,6.4086,16,,,,,,high,Fe;Sb;V,"{""Fe"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2FeIn,heusler,Fm-3m,6.4779,16,,,,,,high,Fe;In;V,"{""Fe"": ""d"", ""In"": ""p"", ""V"": ""d""}"
V2FeBi,heusler,Fm-3m,6.3509,16,,,,,,high,Bi;Fe;V,"{""Bi"": ""p"", ""Fe"": ""d"", ""V"": ""d""}"
V2CoAl,heusler,Fm-3m,6.1892,16,,,,,,high,Al;Co;V,"{""Al"": ""p"", ""Co"": ""d"", ""V"": ""d""}"
V2CoSi,heusler,Fm-3m,5.9005,16,,,,,,high,Co;Si;V,"{""Co"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2CoGa,heusler,Fm-3m,6.0968,16,,,,,,high,Co;Ga;V,"{""Co"": ""d"", ""Ga"": ""p"", ""V"": ""d""}"
V2CoGe,heusler,Fm-3m,5.9467,16,,,,,,high,Co;Ge;V,"{""Co"": ""d"", ""Ge"": ""p"", ""V"": ""d""}"
V2CoSn,heusler,Fm-3m,6.3624,16,,,,,,high,Co;Sn;V,"{""Co"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2CoSb,heusler,Fm-3m,6.397,16,,,,,,high,Co;Sb;V,"{""Co"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2CoIn,heusler,Fm-3m,6.4663,16,,,,,,high,Co;In;V,"{""Co"": ""d"", ""In"": ""p"", ""V"": ""d""}"
V2CoBi,heusler,Fm-3m,6.3393,16,,,,,,high,Bi;Co;V,"{""Bi"": ""p"", ""Co"": ""d"", ""V"": ""d""}"
V2NiAl,heusler,Fm-3m,6.1776,16,,,,,,high,Al;Ni;V,"{""Al"": ""p"", ""Ni"": ""d"", ""V"": ""d""}"
V2NiSi,heusler,Fm-3m,5.889,16,,,,,,high,Ni;Si;V,"{""Ni"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2NiGa,heusler,Fm-3m,6.0853,16,,,,,,high,Ga;Ni;V,"{""Ga"": ""p"", ""Ni"": ""d"", ""V"": ""d""}"
V2NiGe,heusler,Fm-3m,5.9352,16,,,,,,high,Ge;Ni;V,"{""Ge"": ""p"", ""Ni"": ""d"", ""V"": ""d""}"
V2NiSn,heusler,Fm-3m,6.3509,16,,,,,,high,Ni;Sn;V,"{""Ni"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2NiSb,heusler,Fm-3m,6.3855,16,,,,,,high,Ni;Sb;V,"{""Ni"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2NiIn,heusler,Fm-3m,6.4548,16,,,,,,high,In;Ni;V,"{""In"": ""p"", ""Ni"": ""d"", ""V"": ""d""}"
V2NiBi,heusler,Fm-3m,6.3278,16,,,,,,high,Bi;Ni;V,"{""Bi"": ""p"", ""Ni"": ""d"", ""V"": ""d""}"
V2ZrAl,heusler,Fm-3m,6.5933,16,,,,,,medium,Al;V;Zr,"{""Al"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrSi,heusler,Fm-3m,6.3047,16,,,,,,high,Si;V;Zr,"{""Si"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrGa,heusler,Fm-3m,6.501,16,,,,,,medium,Ga;V;Zr,"{""Ga"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrGe,heusler,Fm-3m,6.3509,16,,,,,,high,Ge;V;Zr,"{""Ge"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrSn,heusler,Fm-3m,6.7665,16,,,,,,medium,Sn;V;Zr,"{""Sn"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrSb,heusler,Fm-3m,6.8012,16,,,,,,medium,Sb;V;Zr,"{""Sb"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrIn,heusler,Fm-3m,6.8705,16,,,,,,medium,In;V;Zr,"{""In"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2ZrBi,heusler,Fm-3m,6.7435,16,,,,,,medium,Bi;V;Zr,"{""Bi"": ""p"", ""V"": ""d"", ""Zr"": ""d""}"
V2NbAl,heusler,Fm-3m,6.4317,16,,,,,,high,Al;Nb;V,"{""Al"": ""p"", ""Nb"": ""d"", ""V"": ""d""}"
V2NbSi,heusler,Fm-3m,6.143,16,,,,,,high,Nb;Si;V,"{""Nb"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2NbGa,heusler,Fm-3m,6.3393,16,,,,,,high,Ga;Nb;V,"{""Ga"": ""p"", ""Nb"": ""d"", ""V"": ""d""}"
V2NbGe,heusler,Fm-3m,6.1892,16,,,,,,high,Ge;Nb;V,"{""Ge"": ""p"", ""Nb"": ""d"", ""V"": ""d""}"
V2NbSn,heusler,Fm-3m,6.6049,16,,,,,,medium,Nb;Sn;V,"{""Nb"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2NbSb,heusler,Fm-3m,6.6395,16,,,,,,medium,Nb;Sb;V,"{""Nb"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2NbIn,heusler,Fm-3m,6.7088,16,,,,,,medium,In;Nb;V,"{""In"": ""p"", ""Nb"": ""d"", ""V"": ""d""}"
V2NbBi,heusler,Fm-3m,6.5818,16,,,,,,medium,Bi;Nb;V,"{""Bi"": ""p"", ""Nb"": ""d"", ""V"": ""d""}"
V2MoAl,heusler,Fm-3m,6.3509,16,,,,,,high,Al;Mo;V,"{""Al"": ""p"", ""Mo"": ""d"", ""V"": ""d""}"
V2MoSi,heusler,Fm-3m,6.0622,16,,,,,,high,Mo;Si;V,"{""Mo"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2MoGa,heusler,Fm-3m,6.2585,16,,,,,,high,Ga;Mo;V,"{""Ga"": ""p"", ""Mo"": ""d"", ""V"": ""d""}"
V2MoGe,heusler,Fm-3m,6.1084,16,,,,,,high,Ge;Mo;V,"{""Ge"": ""p"", ""Mo"": ""d"", ""V"": ""d""}"
V2MoSn,heusler,Fm-3m,6.5241,16,,,,,,medium,Mo;Sn;V,"{""Mo"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2MoSb,heusler,Fm-3m,6.5587,16,,,,,,medium,Mo;Sb;V,"{""Mo"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2MoIn,heusler,Fm-3m,6.628,16,,,,,,medium,In;Mo;V,"{""In"": ""p"", ""Mo"": ""d"", ""V"": ""d""}"
V2MoBi,heusler,Fm-3m,6.501,16,,,,,,medium,Bi;Mo;V,"{""Bi"": ""p"", ""Mo"": ""d"", ""V"": ""d""}"
V2HfAl,heusler,Fm-3m,6.5818,16,,,,,,medium,Al;Hf;V,"{""Al"": ""p"", ""Hf"": ""d"", ""V"": ""d""}"
V2HfSi,heusler,Fm-3m,6.2931,16,,,,,,high,Hf;Si;V,"{""Hf"": ""d"", ""Si"": ""p"", ""V"": ""d""}"
V2HfGa,heusler,Fm-3m,6.4894,16,,,,,,high,Ga;Hf;V,"{""Ga"": ""p"", ""Hf"": ""d"", ""V"": ""d""}"
V2HfGe,heusler,Fm-3m,6.3393,16,,,,,,high,Ge;Hf;V,"{""Ge"": ""p"", ""Hf"": ""d"", ""V"": ""d""}"
V2HfSn,heusler,Fm-3m,6.755,16,,,,,,medium,Hf;Sn;V,"{""Hf"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
V2HfSb,heusler,Fm-3m,6.7896,16,,,,,,medium,Hf;Sb;V,"{""Hf"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
V2HfIn,heusler,Fm-3m,6.8589,16,,,,,,medium,Hf;In;V,"{""Hf"": ""d"", ""In"": ""p"", ""V"": ""d""}"
V2HfBi,heusler,Fm-3m,6.7319,16,,,,,,medium,Bi;Hf;V,"{""Bi"": ""p"", ""Hf"": ""d"", ""V"": ""d""}"
V2TaAl,heusler,Fm-3m,6.4317,16,,,,,,high,Al;Ta;V,"{""Al"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaSi,heusler,Fm-3m,6.143,16,,,,,,high,Si;Ta;V,"{""Si"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaGa,heusler,Fm-3m,6.3393,16,,,,,,high,Ga;Ta;V,"{""Ga"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaGe,heusler,Fm-3m,6.1892,16,,,,,,high,Ge;Ta;V,"{""Ge"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaSn,heusler,Fm-3m,6.6049,16,,,,,,medium,Sn;Ta;V,"{""Sn"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaSb,heusler,Fm-3m,6.6395,16,,,,,,medium,Sb;Ta;V,"{""Sb"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaIn,heusler,Fm-3m,6.7088,16,,,,,,medium,In;Ta;V,"{""In"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2TaBi,heusler,Fm-3m,6.5818,16,,,,,,medium,Bi;Ta;V,"{""Bi"": ""p"", ""Ta"": ""d"", ""V"": ""d""}"
V2WAl,heusler,Fm-3m,6.3509,16,,,,,,high,Al;V;W,"{""Al"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WSi,heusler,Fm-3m,6.0622,16,,,,,,high,Si;V;W,"{""Si"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WGa,heusler,Fm-3m,6.2585,16,,,,,,high,Ga;V;W,"{""Ga"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WGe,heusler,Fm-3m,6.1084,16,,,,,,high,Ge;V;W,"{""Ge"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WSn,heusler,Fm-3m,6.5241,16,,,,,,medium,Sn;V;W,"{""Sn"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WSb,heusler,Fm-3m,6.5587,16,,,,,,medium,Sb;V;W,"{""Sb"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WIn,heusler,Fm-3m,6.628,16,,,,,,medium,In;V;W,"{""In"": ""p"", ""V"": ""d"", ""W"": ""d""}"
V2WBi,heusler,Fm-3m,6.501,16,,,,,,medium,Bi;V;W,"{""Bi"": ""p"", ""V"": ""d"", ""W"": ""d""}"
CrMnTiV,hea,BCC_SQS,3.0225,16,,,5.5,5.95,bcc,low,Cr;Mn;Ti;V,"{""Cr"": ""d"", ""Mn"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrFeTiV,hea,BCC_SQS,3.0225,16,,,5.75,6.13,bcc,low,Cr;Fe;Ti;V,"{""Cr"": ""d"", ""Fe"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoCrTiV,hea,BCC_SQS,3.01,16,,,6.0,6.32,bcc,low,Co;Cr;Ti;V,"{""Co"": ""d"", ""Cr"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrNiTiV,hea,BCC_SQS,3.0075,16,,,6.25,6.53,bcc,low,Cr;Ni;Ti;V,"{""Cr"": ""d"", ""Ni"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrCuTiV,hea,BCC_SQS,3.0425,16,,,6.5,5.78,bcc,low,Cr;Cu;Ti;V,"{""Cr"": ""d"", ""Cu"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrNbTiV,hea,BCC_SQS,3.13,16,,,5.0,5.8,bcc,low,Cr;Nb;Ti;V,"{""Cr"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrMoTiV,hea,BCC_SQS,3.0925,16,,,5.25,5.08,bcc,medium,Cr;Mo;Ti;V,"{""Cr"": ""d"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrTaTiV,hea,BCC_SQS,3.13,16,,,5.0,5.8,bcc,low,Cr;Ta;Ti;V,"{""Cr"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CrTiVW,hea,BCC_SQS,3.095,16,,,5.25,5.08,bcc,medium,Cr;Ti;V;W,"{""Cr"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlCrTiV,hea,BCC_SQS,3.1325,16,,,4.5,5.4,bcc,medium,Al;Cr;Ti;V,"{""Al"": ""p"", ""Cr"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
FeMnTiV,hea,BCC_SQS,3.02,16,,,6.0,6.28,bcc,low,Fe;Mn;Ti;V,"{""Fe"": ""d"", ""Mn"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoMnTiV,hea,BCC_SQS,3.0075,16,,,6.25,6.46,bcc,low,Co;Mn;Ti;V,"{""Co"": ""d"", ""Mn"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuMnTiV,hea,BCC_SQS,3.04,16,,,6.75,5.95,bcc,low,Cu;Mn;Ti;V,"{""Cu"": ""d"", ""Mn"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MnNbTiV,hea,BCC_SQS,3.1275,16,,,5.25,6.05,bcc,low,Mn;Nb;Ti;V,"{""Mn"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MnMoTiV,hea,BCC_SQS,3.09,16,,,5.5,5.33,bcc,medium,Mn;Mo;Ti;V,"{""Mn"": ""d"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MnTaTiV,hea,BCC_SQS,3.1275,16,,,5.25,6.05,bcc,low,Mn;Ta;Ti;V,"{""Mn"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MnTiVW,hea,BCC_SQS,3.0925,16,,,5.5,5.33,bcc,medium,Mn;Ti;V;W,"{""Mn"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlMnTiV,hea,BCC_SQS,3.13,16,,,4.75,5.66,bcc,low,Al;Mn;Ti;V,"{""Al"": ""p"", ""Mn"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuFeTiV,hea,BCC_SQS,3.04,16,,,7.0,6.13,mixed,low,Cu;Fe;Ti;V,"{""Cu"": ""d"", ""Fe"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
FeNbTiV,hea,BCC_SQS,3.1275,16,,,5.5,6.31,bcc,low,Fe;Nb;Ti;V,"{""Fe"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
FeMoTiV,hea,BCC_SQS,3.09,16,,,5.75,5.59,bcc,low,Fe;Mo;Ti;V,"{""Fe"": ""d"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
FeTaTiV,hea,BCC_SQS,3.1275,16,,,5.5,6.31,bcc,low,Fe;Ta;Ti;V,"{""Fe"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
FeTiVW,hea,BCC_SQS,3.0925,16,,,5.75,5.59,bcc,low,Fe;Ti;V;W,"{""Fe"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlFeTiV,hea,BCC_SQS,3.13,16,,,5.0,5.92,bcc,low,Al;Fe;Ti;V,"{""Al"": ""p"", ""Fe"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoCuTiV,hea,BCC_SQS,3.0275,16,,,7.25,6.32,mixed,low,Co;Cu;Ti;V,"{""Co"": ""d"", ""Cu"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoNbTiV,hea,BCC_SQS,3.115,16,,,5.75,6.58,bcc,low,Co;Nb;Ti;V,"{""Co"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoMoTiV,hea,BCC_SQS,3.0775,16,,,6.0,5.86,bcc,low,Co;Mo;Ti;V,"{""Co"": ""d"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoTaTiV,hea,BCC_SQS,3.115,16,,,5.75,6.58,bcc,low,Co;Ta;Ti;V,"{""Co"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CoTiVW,hea,BCC_SQS,3.08,16,,,6.0,5.86,bcc,low,Co;Ti;V;W,"{""Co"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlCoTiV,hea,BCC_SQS,3.1175,16,,,5.25,6.19,bcc,low,Al;Co;Ti;V,"{""Al"": ""p"", ""Co"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuNiTiV,hea,BCC_SQS,3.025,16,,,7.5,6.53,mixed,low,Cu;Ni;Ti;V,"{""Cu"": ""d"", ""Ni"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MoNiTiV,hea,BCC_SQS,3.075,16,,,6.25,6.13,bcc,low,Mo;Ni;Ti;V,"{""Mo"": ""d"", ""Ni"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
NiTiVW,hea,BCC_SQS,3.0775,16,,,6.25,6.13,bcc,low,Ni;Ti;V;W,"{""Ni"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlNiTiV,hea,BCC_SQS,3.115,16,,,5.5,6.47,bcc,low,Al;Ni;Ti;V,"{""Al"": ""p"", ""Ni"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuNbTiV,hea,BCC_SQS,3.1475,16,,,6.25,5.8,bcc,low,Cu;Nb;Ti;V,"{""Cu"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuMoTiV,hea,BCC_SQS,3.11,16,,,6.5,5.08,bcc,medium,Cu;Mo;Ti;V,"{""Cu"": ""d"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuTaTiV,hea,BCC_SQS,3.1475,16,,,6.25,5.8,bcc,low,Cu;Ta;Ti;V,"{""Cu"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
CuTiVW,hea,BCC_SQS,3.1125,16,,,6.5,5.08,bcc,medium,Cu;Ti;V;W,"{""Cu"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlCuTiV,hea,BCC_SQS,3.15,16,,,5.75,5.4,bcc,medium,Al;Cu;Ti;V,"{""Al"": ""p"", ""Cu"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
NbTiVZr,hea,BCC_SQS,3.305,16,,,4.5,6.27,bcc,low,Nb;Ti;V;Zr,"{""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""Zr"": ""d""}"
TaTiVZr,hea,BCC_SQS,3.305,16,,,4.5,6.27,bcc,low,Ta;Ti;V;Zr,"{""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""Zr"": ""d""}"
AlTiVZr,hea,BCC_SQS,3.3075,16,,,4.0,6.41,bcc,low,Al;Ti;V;Zr,"{""Al"": ""p"", ""Ti"": ""d"", ""V"": ""d"", ""Zr"": ""d""}"
MoNbTiV,hea,BCC_SQS,3.1975,16,,,5.0,3.76,bcc,high,Mo;Nb;Ti;V,"{""Mo"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
HfNbTiV,hea,BCC_SQS,3.3,16,,,4.5,6.04,bcc,low,Hf;Nb;Ti;V,"{""Hf"": ""d"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
NbTaTiV,hea,BCC_SQS,3.235,16,,,4.75,3.74,bcc,high,Nb;Ta;Ti;V,"{""Nb"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
NbTiVW,hea,BCC_SQS,3.2,16,,,5.0,3.76,bcc,high,Nb;Ti;V;W,"{""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlNbTiV,hea,BCC_SQS,3.2375,16,,,4.25,3.6,bcc,high,Al;Nb;Ti;V,"{""Al"": ""p"", ""Nb"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
HfMoTiV,hea,BCC_SQS,3.2625,16,,,4.75,6.52,bcc,low,Hf;Mo;Ti;V,"{""Hf"": ""d"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MoTaTiV,hea,BCC_SQS,3.1975,16,,,5.0,3.76,bcc,high,Mo;Ta;Ti;V,"{""Mo"": ""d"", ""Ta"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
MoTiVW,hea,BCC_SQS,3.1625,16,,,5.25,3.33,bcc,high,Mo;Ti;V;W,"{""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d"", ""W"": ""d""}"
AlMoTiV,hea,BCC_SQS,3.2,16,,,4.5,3.42,bcc,high,Al;Mo;Ti;V,"{""Al"": ""p"", ""Mo"": ""d"", ""Ti"": ""d"", ""V"": ""d""}"
