formula,class,sg,a,n_atoms_cell,t_factor,mu_factor,vec,delta_percent,predicted_phase,confidence,elements,ang_mom
Cr2VSn,heusler,Fm-3m,6.3278,16,,,,,,high,Cr;Sn;V,"{""Cr"": ""d"", ""Sn"": ""p"", ""V"": ""d""}"
Cr2VSb,heusler,Fm-3m,6.3624,16,,,,,,high,Cr;Sb;V,"{""Cr"": ""d"", ""Sb"": ""p"", ""V"": ""d""}"
Cr2VIn,heusler,Fm-3m,6.4317,16,,,,,,high,Cr;In;V,"{""Cr"": ""d"", ""In"": ""p"", ""V"": ""d""}"
Cr2VBi,heusler,Fm-3m,6.3047,16,,,,,,high,Bi;Cr;V,"{""Bi"": ""p"", ""Cr"": ""d"", ""V"": ""d""}"
Cr2MnAl,heusler,Fm-3m,6.0737,16,,,,,,high,Al;Cr;Mn,"{""Al"": ""p"", ""Cr"": ""d"", ""Mn"": ""d""}"
Cr2MnSi,heusler,Fm-3m,5.785,16,,,,,,high,Cr;Mn;Si,"{""Cr"": ""d"", ""Mn"": ""d"", ""Si"": ""p""}"
Cr2MnGa,heusler,Fm-3m,5.9813,16,,,,,,high,Cr;Ga;Mn,"{""Cr"": ""d"", ""Ga"": ""p"", ""Mn"": ""d""}"
Cr2MnGe,heusler,Fm-3m,5.8312,16,,,,,,high,Cr;Ge;Mn,"{""Cr"": ""d"", ""Ge"": ""p"", ""Mn"": ""d""}"
Cr2MnSn,heusler,Fm-3m,6.2469,16,,,,,,high,Cr;Mn;Sn,"{""Cr"": ""d"", ""Mn"": ""d"", ""Sn"": ""p""}"
Cr2MnSb,heusler,Fm-3m,6.2816,16,,,,,,high,Cr;Mn;Sb,"{""Cr"": ""d"", ""Mn"": ""d"", ""Sb"": ""p""}"
Cr2MnIn,heusler,Fm-3m,6.3509,16,,,,,,high,Cr;In;Mn,"{""Cr"": ""d"", ""In"": ""p"", ""Mn"": ""d""}"
Cr2MnBi,heusler,Fm-3m,6.2238,16,,,,,,high,Bi;Cr;Mn,"{""Bi"": ""p"", ""Cr"": ""d"", ""Mn"": ""d""}"
Cr2FeAl,heusler,Fm-3m,6.0622,16,,,,,,high,Al;Cr;Fe,"{""Al"": ""p"", ""Cr"": ""d"", ""Fe"": ""d""}"
Cr2FeSi,heusler,Fm-3m,5.7735,16,,,,,,high,Cr;Fe;Si,"{""Cr"": ""d"", ""Fe"": ""d"", ""Si"": ""p""}"
Cr2FeGa,heusler,Fm-3m,5.9698,16,,,,,,high,Cr;Fe;Ga,"{""Cr"": ""d"", ""Fe"": ""d"", ""Ga"": ""p""}"
Cr2FeGe,heusler,Fm-3m,5.8197,16,,,,,,high,Cr;Fe;Ge,"{""Cr"": ""d"", ""Fe"": ""d"", ""Ge"": ""p""}"
Cr2FeSn,heusler,Fm-3m,6.2354,16,,,,,,high,Cr;Fe;Sn,"{""Cr"": ""d"", ""Fe"": ""d"", ""Sn"": ""p""}"
Cr2FeSb,heusler,Fm-3m,6.27,16,,,,,,high,Cr;Fe;Sb,"{""Cr"": ""d"", ""Fe"": ""d"", ""Sb"": ""p""}"
Cr2FeIn,heusler,Fm-3m,6.3393,16,,,,,,high,Cr;Fe;In,"{""Cr"": ""d"", ""Fe"": ""d"", ""In"": ""p""}"
Cr2FeBi,heusler,Fm-3m,6.2123,16,,,,,,high,Bi;Cr;Fe,"{""Bi"": ""p"", ""Cr"": ""d"", ""Fe"": ""d""}"
Cr2CoAl,heusler,Fm-3m,6.0506,16,,,,,,high,Al;Co;Cr,"{""Al"": ""p"", ""Co"": ""d"", ""Cr"": ""d""}"
Cr2CoSi,heusler,Fm-3m,5.762,16,,,,,,high,Co;Cr;Si,"{""Co"": ""d"", ""Cr"": ""d"", ""Si"": ""p""}"
Cr2CoGa,heusler,Fm-3m,5.9583,16,,,,,,high,Co;Cr;Ga,"{""Co"": ""d"", ""Cr"": ""d"", ""Ga"": ""p""}"
Cr2CoGe,heusler,Fm-3m,5.8081,16,,,,,,high,Co;Cr;Ge,"{""Co"": ""d"", ""Cr"": ""d"", ""Ge"": ""p""}"
Cr2CoSn,heusler,Fm-3m,6.2238,16,,,,,,high,Co;Cr;Sn,"{""Co"": ""d"", ""Cr"": ""d"", ""Sn"": ""p""}"
Cr2CoSb,heusler,Fm-3m,6.2585,16,,,,,,high,Co;Cr;Sb,"{""Co"": ""d"", ""Cr"": ""d"", ""Sb"": ""p""}"
Cr2CoIn,heusler,Fm-3m,6.3278,16,,,,,,high,Co;Cr;In,"{""Co"": ""d"", ""Cr"": ""d"", ""In"": ""p""}"
Cr2CoBi,heusler,Fm-3m,6.2007,16,,,,,,high,Bi;Co;Cr,"{""Bi"": ""p"", ""Co"": ""d"", ""Cr"": ""d""}"
Cr2NiAl,heusler,Fm-3m,6.0391,16,,,,,,high,Al;Cr;Ni,"{""Al"": ""p"", ""Cr"": ""d"", ""Ni"": ""d""}"
Cr2NiSi,heusler,Fm-3m,5.7504,16,,,,,,high,Cr;Ni;Si,"{""Cr"": ""d"", ""Ni"": ""d"", ""Si"": ""p""}"
Cr2NiGa,heusler,Fm-3m,5.9467,16,,,,,,high,Cr;Ga;Ni,"{""Cr"": ""d"", ""Ga"": ""p"", ""Ni"": ""d""}"
Cr2NiGe,heusler,Fm-3m,5.7966,16,,,,,,high,Cr;Ge;Ni,"{""Cr"": ""d"", ""Ge"": ""p"", ""Ni"": ""d""}"
Cr2NiSn,heusler,Fm-3m,6.2123,16,,,,,,high,Cr;Ni;Sn,"{""Cr"": ""d"", ""Ni"": ""d"", ""Sn"": ""p""}"
Cr2NiSb,heusler,Fm-3m,6.2469,16,,,,,,high,Cr;Ni;Sb,"{""Cr"": ""d"", ""Ni"": ""d"", ""Sb"": ""p""}"
Cr2NiIn,heusler,Fm-3m,6.3162,16,,,,,,high,Cr;In;Ni,"{""Cr"": ""d"", ""In"": ""p"", ""Ni"": ""d""}"
Cr2NiBi,heusler,Fm-3m,6.1892,16,,,,,,high,Bi;Cr;Ni,"{""Bi"": ""p"", ""Cr"": ""d"", ""Ni"": ""d""}"
Cr2ZrAl,heusler,Fm-3m,6.4548,16,,,,,,high,Al;Cr;Zr,"{""Al"": ""p"", ""Cr"": ""d"", ""Zr"": ""d""}"
Cr2ZrSi,heusler,Fm-3m,6.1661,16,,,,,,high,Cr;Si;Zr,"{""Cr"": ""d"", ""Si"": ""p"", ""Zr"": ""d""}"
Cr2ZrGa,heusler,Fm-3m,6.3624,16,,,,,,high,Cr;Ga;Zr,"{""Cr"": ""d"", ""Ga"": ""p"", ""Zr"": ""d""}"
Cr2ZrGe,heusler,Fm-3m,6.2123,16,,,,,,high,Cr;Ge;Zr,"{""Cr"": ""d"", ""Ge"": ""p"", ""Zr"": ""d""}"
Cr2ZrSn,heusler,Fm-3m,6.628,16,,,,,,medium,Cr;Sn;Zr,"{""Cr"": ""d"", ""Sn"": ""p"", ""Zr"": ""d""}"
Cr2ZrSb,heusler,Fm-3m,6.6626,16,,,,,,medium,Cr;Sb;Zr,"{""Cr"": ""d"", ""Sb"": ""p"", ""Zr"": ""d""}"
Cr2ZrIn,heusler,Fm-3m,6.7319,16,,,,,,medium,Cr;In;Zr,"{""Cr"": ""d"", ""In"": ""p"", ""Zr"": ""d""}"
Cr2ZrBi,heusler,Fm-3m,6.6049,16,,,,,,medium,Bi;Cr;Zr,"{""Bi"": ""p"", ""Cr"": ""d"", ""Zr"": ""d""}"
Cr2NbAl,heusler,Fm-3m,6.2931,16,,,,,,high,Al;Cr;Nb,"{""Al"": ""p"", ""Cr"": ""d"", ""Nb"": ""d""}"
Cr2NbSi,heusler,Fm-3m,6.0044,16,,,,,,high,Cr;Nb;Si,"{""Cr"": ""d"", ""Nb"": ""d"", ""Si"": ""p""}"
Cr2NbGa,heusler,Fm-3m,6.2007,16,,,,,,high,Cr;Ga;Nb,"{""Cr"": ""d"", ""Ga"": ""p"", ""Nb"": ""d""}"
Cr2NbGe,heusler,Fm-3m,6.0506,16,,,,,,high,Cr;Ge;Nb,"{""Cr"": ""d"", ""Ge"": ""p"", ""Nb"": ""d""}"
Cr2NbSn,heusler,Fm-3m,6.4663,16,,,,,,high,Cr;Nb;Sn,"{""Cr"": ""d"", ""Nb"": ""d"", ""Sn"": ""p""}"
Cr2NbSb,heusler,Fm-3m,6.501,16,,,,,,medium,Cr;Nb;Sb,"{""Cr"": ""d"", ""Nb"": ""d"", ""Sb"": ""p""}"
Cr2NbIn,heusler,Fm-3m,6.5702,16,,,,,,medium,Cr;In;Nb,"{""Cr"": ""d"", ""In"": ""p"", ""Nb"": ""d""}"
Cr2NbBi,heusler,Fm-3m,6.4432,16,,,,,,high,Bi;Cr;Nb,"{""Bi"": ""p"", ""Cr"": ""d"", ""Nb"": ""d""}"
Cr2MoAl,heusler,Fm-3m,6.2123,16,,,,,,high,Al;Cr;Mo,"{""Al"": ""p"", ""Cr"": ""d"", ""Mo"": ""d""}"
Cr2MoSi,heusler,Fm-3m,5.9236,16,,,,,,high,Cr;Mo;Si,"{""Cr"": ""d"", ""Mo"": ""d"", ""Si"": ""p""}"
Cr2MoGa,heusler,Fm-3m,6.1199,16,,,,,,high,Cr;Ga;Mo,"{""Cr"": ""d"", ""Ga"": ""p"", ""Mo"": ""d""}"
Cr2MoGe,heusler,Fm-3m,5.9698,16,,,,,,high,Cr;Ge;Mo,"{""Cr"": ""d"", ""Ge"": ""p"", ""Mo"": ""d""}"
Cr2MoSn,heusler,Fm-3m,6.3855,16,,,,,,high,Cr;Mo;Sn,"{""Cr"": ""d"", ""Mo"": ""d"", ""Sn"": ""p""}"
Cr2MoSb,heusler,Fm-3m,6.4201,16,,,,,,high,Cr;Mo;Sb,"{""Cr"": ""d"", ""Mo"": ""d"", ""Sb"": ""p""}"
Cr2MoIn,heusler,Fm-3m,6.4894,16,,,,,,high,Cr;In;Mo,"{""Cr"": ""d"", ""In"": ""p"", ""Mo"": ""d""}"
Cr2MoBi,heusler,Fm-3m,6.3624,16,,,,,,high,Bi;Cr;Mo,"{""Bi"": ""p"", ""Cr"": ""d"", ""Mo"": ""d""}"
Cr2HfAl,heusler,Fm-3m,6.4432,16,,,,,,high,Al;Cr;Hf,"{""Al"": ""p"", ""Cr"": ""d"", ""Hf"": ""d""}"
Cr2HfSi,heusler,Fm-3m,6.1546,16,,,,,,high,Cr;Hf;Si,"{""Cr"": ""d"", ""Hf"": ""d"", ""Si"": ""p""}"
Cr2HfGa,heusler,Fm-3m,6.3509,16,,,,,,high,Cr;Ga;Hf,"{""Cr"": ""d"", ""Ga"": ""p"", ""Hf"": ""d""}"
Cr2HfGe,heusler,Fm-3m,6.2007,16,,,,,,high,Cr;Ge;Hf,"{""Cr"": ""d"", ""Ge"": ""p"", ""Hf"": ""d""}"
Cr2HfSn,heusler,Fm-3m,6.6164,16,,,,,,medium,Cr;Hf;Sn,"{""Cr"": ""d"", ""Hf"": ""d"", ""Sn"": ""p""}"
Cr2HfSb,heusler,Fm-3m,6.6511,16,,,,,,medium,Cr;Hf;Sb,"{""Cr"": ""d"", ""Hf"": ""d"", ""Sb"": ""p""}"
Cr2HfIn,heusler,Fm-3m,6.7204,16,,,,,,medium,Cr;Hf;In,"{""Cr"": ""d"", ""Hf"": ""d"", ""In"": ""p""}"
Cr2HfBi,heusler,Fm-3m,6.5933,16,,,,,,medium,Bi;Cr;Hf,"{""Bi"": ""p"", ""Cr"": ""d"", ""Hf"": ""d""}"
Cr2TaAl,heusler,Fm-3m,6.2931,16,,,,,,high,Al;Cr;Ta,"{""Al"": ""p"", ""Cr"": ""d"", ""Ta"": ""d""}"
Cr2TaSi,heusler,Fm-3m,6.0044,16,,,,,,high,Cr;Si;Ta,"{""Cr"": ""d"", ""Si"": ""p"", ""Ta"": ""d""}"
Cr2TaGa,heusler,Fm-3m,6.2007,16,,,,,,high,Cr;Ga;Ta,"{""Cr"": ""d"", ""Ga"": ""p"", ""Ta"": ""d""}"
Cr2TaGe,heusler,Fm-3m,6.0506,16,,,,,,high,Cr;Ge;Ta,"{""Cr"": ""d"", ""Ge"": ""p"", ""Ta"": ""d""}"
Cr2TaSn,heusler,Fm-3m,6.4663,16,,,,,,high,Cr;Sn;Ta,"{""Cr"": ""d"", ""Sn"": ""p"", ""Ta"": ""d""}"
Cr2TaSb,heusler,Fm-3m,6.501,16,,,,,,medium,Cr;Sb;Ta,"{""Cr"": ""d"", ""Sb"": ""p"", ""Ta"": ""d""}"
Cr2TaIn,heusler,Fm-3m,6.5702,16,,,,,,medium,Cr;In;Ta,"{""Cr"": ""d"", ""In"": ""p"", ""Ta"": ""d""}"
Cr2TaBi,heusler,Fm-3m,6.4432,16,,,,,,high,Bi;Cr;Ta,"{""Bi"": ""p"", ""Cr"": ""d"", ""Ta"": ""d""}"
Cr2WAl,heusler,Fm-3m,6.2123,16,,,,,,high,Al;Cr;W,"{""Al"": ""p"", ""Cr"": ""d"", ""W"": ""d""}"
Cr2WSi,heusler,Fm-3m,5.9236,16,,,,,,high,Cr;Si;W,"{""Cr"": ""d"", ""Si"": ""p"", ""W"": ""d""}"
Cr2WGa,heusler,Fm-3m,6.1199,16,,,,,,high,Cr;Ga;W,"{""Cr"": ""d"", ""Ga"": ""p"", ""W"": ""d""}"
Cr2WGe,heusler,Fm-3m,5.9698,16,,,,,,high,Cr;Ge;W,"{""Cr"": ""d"", ""Ge"": ""p"", ""W"": ""d""}"
Cr2WSn,heusler,Fm-3m,6.3855,16,,,,,,high,Cr;Sn;W,"{""Cr"": ""d"", ""Sn"": ""p"", ""W"": ""d""}"
Cr2WSb,heusler,Fm-3m,6.4201,16,,,,,,high,Cr;Sb;W,"{""Cr"": ""d"", ""Sb"": ""p"", ""W"": ""d""}"
Cr2WIn,heusler,Fm-3m,6.4894,16,,,,,,high,Cr;In;W,"{""Cr"": ""d"", ""In"": ""p"", ""W"": ""d""}"
Cr2WBi,heusler,Fm-3m,6.3624,16,,,,,,high,Bi;Cr;W,"{""Bi"": ""p"", ""Cr"": ""d"", ""W"": ""d""}"
Ti2VAl,heusler,Fm-3m,6.5933,16,,,,,,medium,Al;Ti;V,"{""Al"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VSi,heusler,Fm-3m,6.3047,16,,,,,,high,Si;Ti;V,"{""Si"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VGa,heusler,Fm-3m,6.501,16,,,,,,medium,Ga;Ti;V,"{""Ga"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VGe,heusler,Fm-3m,6.3509,16,,,,,,high,Ge;Ti;V,"{""Ge"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VSn,heusler,Fm-3m,6.7665,16,,,,,,medium,Sn;Ti;V,"{""Sn"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VSb,heusler,Fm-3m,6.8012,16,,,,,,medium,Sb;Ti;V,"{""Sb"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VIn,heusler,Fm-3m,6.8705,16,,,,,,medium,In;Ti;V,"{""In"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2VBi,heusler,Fm-3m,6.7435,16,,,,,,medium,Bi;Ti;V,"{""Bi"": ""p"", ""Ti"": ""d"", ""V"": ""d""}"
Ti2CrAl,heusler,Fm-3m,6.5241,16,,,,,,medium,Al;Cr;Ti,"{""Al"": ""p"", ""Cr"": ""d"", ""Ti"": ""d""}"
Ti2CrSi,heusler,Fm-3m,6.2354,16,,,,,,high,Cr;Si;Ti,"{""Cr"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2CrGa,heusler,Fm-3m,6.4317,16,,,,,,high,Cr;Ga;Ti,"{""Cr"": ""d"", ""Ga"": ""p"", ""Ti"": ""d""}"
Ti2CrGe,heusler,Fm-3m,6.2816,16,,,,,,high,Cr;Ge;Ti,"{""Cr"": ""d"", ""Ge"": ""p"", ""Ti"": ""d""}"
Ti2CrSn,heusler,Fm-3m,6.6973,16,,,,,,medium,Cr;Sn;Ti,"{""Cr"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2CrSb,heusler,Fm-3m,6.7319,16,,,,,,medium,Cr;Sb;Ti,"{""Cr"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2CrIn,heusler,Fm-3m,6.8012,16,,,,,,medium,Cr;In;Ti,"{""Cr"": ""d"", ""In"": ""p"", ""Ti"": ""d""}"
Ti2CrBi,heusler,Fm-3m,6.6742,16,,,,,,medium,Bi;Cr;Ti,"{""Bi"": ""p"", ""Cr"": ""d"", ""Ti"": ""d""}"
Ti2MnAl,heusler,Fm-3m,6.5125,16,,,,,,medium,Al;Mn;Ti,"{""Al"": ""p"", ""Mn"": ""d"", ""Ti"": ""d""}"
Ti2MnSi,heusler,Fm-3m,6.2238,16,,,,,,high,Mn;Si;Ti,"{""Mn"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2MnGa,heusler,Fm-3m,6.4201,16,,,,,,high,Ga;Mn;Ti,"{""Ga"": ""p"", ""Mn"": ""d"", ""Ti"": ""d""}"
Ti2MnGe,heusler,Fm-3m,6.27,16,,,,,,high,Ge;Mn;Ti,"{""Ge"": ""p"", ""Mn"": ""d"", ""Ti"": ""d""}"
Ti2MnSn,heusler,Fm-3m,6.6857,16,,,,,,medium,Mn;Sn;Ti,"{""Mn"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2MnSb,heusler,Fm-3m,6.7204,16,,,,,,medium,Mn;Sb;Ti,"{""Mn"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2MnIn,heusler,Fm-3m,6.7896,16,,,,,,medium,In;Mn;Ti,"{""In"": ""p"", ""Mn"": ""d"", ""Ti"": ""d""}"
Ti2MnBi,heusler,Fm-3m,6.6626,16,,,,,,medium,Bi;Mn;Ti,"{""Bi"": ""p"", ""Mn"": ""d"", ""Ti"": ""d""}"
Ti2FeAl,heusler,Fm-3m,6.501,16,,,,,,medium,Al;Fe;Ti,"{""Al"": ""p"", ""Fe"": ""d"", ""Ti"": ""d""}"
Ti2FeSi,heusler,Fm-3m,6.2123,16,,,,,,high,Fe;Si;Ti,"{""Fe"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2FeGa,heusler,Fm-3m,6.4086,16,,,,,,high,Fe;Ga;Ti,"{""Fe"": ""d"", ""Ga"": ""p"", ""Ti"": ""d""}"
Ti2FeGe,heusler,Fm-3m,6.2585,16,,,,,,high,Fe;Ge;Ti,"{""Fe"": ""d"", ""Ge"": ""p"", ""Ti"": ""d""}"
Ti2FeSn,heusler,Fm-3m,6.6742,16,,,,,,medium,Fe;Sn;Ti,"{""Fe"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2FeSb,heusler,Fm-3m,6.7088,16,,,,,,medium,Fe;Sb;Ti,"{""Fe"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2FeIn,heusler,Fm-3m,6.7781,16,,,,,,medium,Fe;In;Ti,"{""Fe"": ""d"", ""In"": ""p"", ""Ti"": ""d""}"
Ti2FeBi,heusler,Fm-3m,6.6511,16,,,,,,medium,Bi;Fe;Ti,"{""Bi"": ""p"", ""Fe"": ""d"", ""Ti"": ""d""}"
Ti2CoAl,heusler,Fm-3m,6.4894,16,,,,,,high,Al;Co;Ti,"{""Al"": ""p"", ""Co"": ""d"", ""Ti"": ""d""}"
Ti2CoSi,heusler,Fm-3m,6.2007,16,,,,,,high,Co;Si;Ti,"{""Co"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2CoGa,heusler,Fm-3m,6.397,16,,,,,,high,Co;Ga;Ti,"{""Co"": ""d"", ""Ga"": ""p"", ""Ti"": ""d""}"
Ti2CoGe,heusler,Fm-3m,6.2469,16,,,,,,high,Co;Ge;Ti,"{""Co"": ""d"", ""Ge"": ""p"", ""Ti"": ""d""}"
Ti2CoSn,heusler,Fm-3m,6.6626,16,,,,,,medium,Co;Sn;Ti,"{""Co"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2CoSb,heusler,Fm-3m,6.6973,16,,,,,,medium,Co;Sb;Ti,"{""Co"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2CoIn,heusler,Fm-3m,6.7665,16,,,,,,medium,Co;In;Ti,"{""Co"": ""d"", ""In"": ""p"", ""Ti"": ""d""}"
Ti2CoBi,heusler,Fm-3m,6.6395,16,,,,,,medium,Bi;Co;Ti,"{""Bi"": ""p"", ""Co"": ""d"", ""Ti"": ""d""}"
Ti2NiAl,heusler,Fm-3m,6.4779,16,,,,,,high,Al;Ni;Ti,"{""Al"": ""p"", ""Ni"": ""d"", ""Ti"": ""d""}"
Ti2NiSi,heusler,Fm-3m,6.1892,16,,,,,,high,Ni;Si;Ti,"{""Ni"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2NiGa,heusler,Fm-3m,6.3855,16,,,,,,high,Ga;Ni;Ti,"{""Ga"": ""p"", ""Ni"": ""d"", ""Ti"": ""d""}"
Ti2NiGe,heusler,Fm-3m,6.2354,16,,,,,,high,Ge;Ni;Ti,"{""Ge"": ""p"", ""Ni"": ""d"", ""Ti"": ""d""}"
Ti2NiSn,heusler,Fm-3m,6.6511,16,,,,,,medium,Ni;Sn;Ti,"{""Ni"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2NiSb,heusler,Fm-3m,6.6857,16,,,,,,medium,Ni;Sb;Ti,"{""Ni"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2NiIn,heusler,Fm-3m,6.755,16,,,,,,medium,In;Ni;Ti,"{""In"": ""p"", ""Ni"": ""d"", ""Ti"": ""d""}"
Ti2NiBi,heusler,Fm-3m,6.628,16,,,,,,medium,Bi;Ni;Ti,"{""Bi"": ""p"", ""Ni"": ""d"", ""Ti"": ""d""}"
Ti2ZrAl,heusler,Fm-3m,6.8936,16,,,,,,medium,Al;Ti;Zr,"{""Al"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrSi,heusler,Fm-3m,6.6049,16,,,,,,medium,Si;Ti;Zr,"{""Si"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrGa,heusler,Fm-3m,6.8012,16,,,,,,medium,Ga;Ti;Zr,"{""Ga"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrGe,heusler,Fm-3m,6.6511,16,,,,,,medium,Ge;Ti;Zr,"{""Ge"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrSn,heusler,Fm-3m,7.0668,16,,,,,,low,Sn;Ti;Zr,"{""Sn"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrSb,heusler,Fm-3m,7.1014,16,,,,,,low,Sb;Ti;Zr,"{""Sb"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrIn,heusler,Fm-3m,7.1707,16,,,,,,low,In;Ti;Zr,"{""In"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2ZrBi,heusler,Fm-3m,7.0437,16,,,,,,low,Bi;Ti;Zr,"{""Bi"": ""p"", ""Ti"": ""d"", ""Zr"": ""d""}"
Ti2NbAl,heusler,Fm-3m,6.7319,16,,,,,,medium,Al;Nb;Ti,"{""Al"": ""p"", ""Nb"": ""d"", ""Ti"": ""d""}"
Ti2NbSi,heusler,Fm-3m,6.4432,16,,,,,,high,Nb;Si;Ti,"{""Nb"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2NbGa,heusler,Fm-3m,6.6395,16,,,,,,medium,Ga;Nb;Ti,"{""Ga"": ""p"", ""Nb"": ""d"", ""Ti"": ""d""}"
Ti2NbGe,heusler,Fm-3m,6.4894,16,,,,,,high,Ge;Nb;Ti,"{""Ge"": ""p"", ""Nb"": ""d"", ""Ti"": ""d""}"
Ti2NbSn,heusler,Fm-3m,6.9051,16,,,,,,medium,Nb;Sn;Ti,"{""Nb"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2NbSb,heusler,Fm-3m,6.9398,16,,,,,,medium,Nb;Sb;Ti,"{""Nb"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2NbIn,heusler,Fm-3m,7.009,16,,,,,,low,In;Nb;Ti,"{""In"": ""p"", ""Nb"": ""d"", ""Ti"": ""d""}"
Ti2NbBi,heusler,Fm-3m,6.882,16,,,,,,medium,Bi;Nb;Ti,"{""Bi"": ""p"", ""Nb"": ""d"", ""Ti"": ""d""}"
Ti2MoAl,heusler,Fm-3m,6.6511,16,,,,,,medium,Al;Mo;Ti,"{""Al"": ""p"", ""Mo"": ""d"", ""Ti"": ""d""}"
Ti2MoSi,heusler,Fm-3m,6.3624,16,,,,,,high,Mo;Si;Ti,"{""Mo"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2MoGa,heusler,Fm-3m,6.5587,16,,,,,,medium,Ga;Mo;Ti,"{""Ga"": ""p"", ""Mo"": ""d"", ""Ti"": ""d""}"
Ti2MoGe,heusler,Fm-3m,6.4086,16,,,,,,high,Ge;Mo;Ti,"{""Ge"": ""p"", ""Mo"": ""d"", ""Ti"": ""d""}"
Ti2MoSn,heusler,Fm-3m,6.8243,16,,,,,,medium,Mo;Sn;Ti,"{""Mo"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2MoSb,heusler,Fm-3m,6.8589,16,,,,,,medium,Mo;Sb;Ti,"{""Mo"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2MoIn,heusler,Fm-3m,6.9282,16,,,,,,medium,In;Mo;Ti,"{""In"": ""p"", ""Mo"": ""d"", ""Ti"": ""d""}"
Ti2MoBi,heusler,Fm-3m,6.8012,16,,,,,,medium,Bi;Mo;Ti,"{""Bi"": ""p"", ""Mo"": ""d"", ""Ti"": ""d""}"
Ti2HfAl,heusler,Fm-3m,6.882,16,,,,,,medium,Al;Hf;Ti,"{""Al"": ""p"", ""Hf"": ""d"", ""Ti"": ""d""}"
Ti2HfSi,heusler,Fm-3m,6.5933,16,,,,,,medium,Hf;Si;Ti,"{""Hf"": ""d"", ""Si"": ""p"", ""Ti"": ""d""}"
Ti2HfGa,heusler,Fm-3m,6.7896,16,,,,,,medium,Ga;Hf;Ti,"{""Ga"": ""p"", ""Hf"": ""d"", ""Ti"": ""d""}"
Ti2HfGe,heusler,Fm-3m,6.6395,16,,,,,,medium,Ge;Hf;Ti,"{""Ge"": ""p"", ""Hf"": ""d"", ""Ti"": ""d""}"
Ti2HfSn,heusler,Fm-3m,7.0552,16,,,,,,low,Hf;Sn;Ti,"{""Hf"": ""d"", ""Sn"": ""p"", ""Ti"": ""d""}"
Ti2HfSb,heusler,Fm-3m,7.0899,16,,,,,,low,Hf;Sb;Ti,"{""Hf"": ""d"", ""Sb"": ""p"", ""Ti"": ""d""}"
Ti2HfIn,heusler,Fm-3m,7.1591,16,,,,,,low,Hf;In;Ti,"{""Hf"": ""d"", ""In"": ""p"", ""Ti"": ""d""}"
Ti2HfBi,heusler,Fm-3m,7.0321,16,,,,,,low,Bi;Hf;Ti,"{""Bi"": ""p"", ""Hf"": ""d"", ""Ti"": ""d""}"
Ti2TaAl,heusler,Fm-3m,6.7319,16,,,,,,medium,Al;Ta;Ti,"{""Al"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
Ti2TaSi,heusler,Fm-3m,6.4432,16,,,,,,high,Si;Ta;Ti,"{""Si"": ""p"", ""Ta"": ""d"", ""Ti"": ""d""}"
