formula,class,source,status,reason,energy_eV,energy_per_atom_eV,a_initial,a_relaxed,n_atoms,volume_change_pct,confidence_update,elapsed_sec
CrCuFeMnW,hea,prototype,suspect,vol_35pct,-859.8308,-53.739425,5.892,5.1816,16,35.34,low,216.6
CrFeMnNbW,hea,prototype,passed,,-695.3992,-43.46245,6.032,6.3063,16,2.76,high,139.8
CrCuFeMnMo,hea,prototype,suspect,vol_35pct,-866.4699,-54.154369,5.888,5.1447,16,35.35,low,353.0
CrCuFeMnNi,hea,prototype,failed,timeout,,,7.236,,32,,,600.2
CrFeMnMoW,hea,prototype,passed,,-737.3692,-46.085575,5.972,6.2722,16,7.15,high,203.0
CrFeMnMoTa,hea,prototype,passed,,-711.3274,-44.457963,6.028,6.3593,16,4.65,high,214.6
AlCrCuFeMn,hea,prototype,suspect,vol_50pct,-808.3953,-50.524706,5.952,4.9529,16,49.71,low,319.8
CrCuFeMnTa,hea,prototype,passed,,-803.5784,-50.22365,5.948,5.461,16,27.41,low,353.5
AlCrFeMnNb,hea,prototype,passed,,-646.7467,-40.421669,6.092,6.036,16,10.94,medium,253.0
AlCrFeMnMo,hea,prototype,passed,,-686.3942,-42.899637,6.032,6.4268,16,9.65,high,229.1
CoCrMnNbNi,hea,prototype,passed,,-940.8498,-58.803112,5.872,6.3042,16,12.17,medium,163.1
CrFeMnTaW,hea,prototype,passed,,-691.4105,-43.213156,6.032,6.3804,16,4.01,high,284.7
CoCrMnNiW,hea,prototype,passed,,-967.3474,-60.459212,5.816,6.3055,16,13.31,medium,167.5
CoCrMnMoNi,hea,prototype,passed,,-979.3691,-61.210569,5.812,6.3,16,4.62,high,213.3
AlCrFeMnW,hea,prototype,passed,,-669.927,-41.870438,6.036,6.175,16,9.91,high,248.4
AlCoCrMnNi,hea,prototype,passed,,-867.8394,-54.239962,5.876,6.0989,16,0.12,high,189.8
CoCrMnNiTa,hea,prototype,passed,,-940.8789,-58.804931,5.872,6.3714,16,11.23,medium,227.2
CoCrCuMnNb,hea,prototype,passed,,-875.2658,-54.704113,5.928,5.5555,16,22.84,low,144.8
AlCrFeMnTa,hea,prototype,passed,,-640.0759,-40.004744,6.092,6.2608,16,4.93,high,401.3
CoCrCuMnMo,hea,prototype,passed,,-923.1174,-57.694837,5.868,5.5969,16,21.47,low,173.0
AlCoCrCuMn,hea,prototype,passed,,-788.5014,-49.281337,5.932,5.4856,16,25.51,low,127.2
CoCrCuMnW,hea,prototype,passed,,-896.1648,-56.0103,5.872,5.6186,16,18.36,medium,180.2
CoCrCuMnNi,hea,prototype,passed,,-2098.4594,-65.576856,7.192,6.9436,32,14.31,medium,394.5
CoCrMnNbW,hea,prototype,passed,,-782.0626,-48.878912,6.012,6.459,16,9.64,high,170.3
CoCrCuMnTa,hea,prototype,passed,,-860.3556,-53.772225,5.928,5.6794,16,17.55,medium,231.0
CoCrMnMoW,hea,prototype,passed,,-820.2733,-51.267081,5.952,6.3654,16,11.64,medium,220.6
CoCrMnTaW,hea,prototype,passed,,-776.524,-48.53275,6.012,6.7652,16,8.9,high,118.0
AlCoCrMnMo,hea,prototype,passed,,-722.2253,-45.139081,6.012,6.1429,16,6.48,high,140.1
CoCrMnMoNb,hea,prototype,passed,,-798.0348,-49.877175,6.008,6.536,16,8.17,high,241.9
CoCrMnMoTa,hea,prototype,passed,,-793.547,-49.596688,6.008,6.3061,16,12.18,medium,241.2
CrCuMnNbNi,hea,prototype,passed,,-866.5851,-54.161569,5.924,5.6742,16,26.88,low,165.6
CrMnNbNiW,hea,prototype,passed,,-768.4084,-48.025525,6.008,6.418,16,6.81,high,88.0
CrMnMoNiW,hea,prototype,passed,,-809.0118,-50.563237,5.948,6.2617,16,9.81,high,157.7
CrMnMoNiTa,hea,prototype,passed,,-781.8464,-48.8654,6.004,6.4716,16,13.95,medium,179.4
AlCoCrMnW,hea,prototype,passed,,-704.93,-44.058125,6.016,6.7379,16,4.32,high,307.1
AlCrMnMoNi,hea,prototype,passed,,-758.6432,-47.4152,6.008,5.9963,16,4.61,high,132.1
CrCuMnNiTa,hea,prototype,passed,,-844.0574,-52.753588,5.924,5.8154,16,10.41,medium,264.3
CrMnMoNbNi,hea,prototype,passed,,-788.3683,-49.273019,6.004,6.7285,16,6.54,high,209.5
AlCrCuMnNi,hea,prototype,passed,,-827.7914,-51.736962,5.928,5.8644,16,14.61,medium,257.5
CrCuMnMoNb,hea,prototype,passed,,-722.7694,-45.173088,6.06,5.4264,16,28.67,low,102.9
CrMnNiTaW,hea,prototype,passed,,-761.1272,-47.57045,6.008,6.4954,16,12.76,medium,208.4
CrCuMnNbW,hea,prototype,passed,,-699.5837,-43.723981,6.064,5.5983,16,25.72,low,170.7
AlCrCuMnNb,hea,prototype,suspect,vol_33pct,-647.5134,-40.469588,6.124,5.437,16,33.37,low,166.0
CrCuMnMoW,hea,prototype,passed,,-760.9529,-47.559556,6.004,5.4816,16,24.46,low,160.8
CrCuMnMoTa,hea,prototype,passed,,-728.1935,-45.512094,6.06,5.6768,16,19.42,medium,169.4
AlCrCuMnMo,hea,prototype,suspect,vol_39pct,-691.5002,-43.218762,6.064,5.162,16,39.07,low,131.9
CrCuMnNiW,hea,prototype,passed,,-1833.8594,-57.308106,7.368,6.8315,32,23.1,low,443.0
AlCrMnNiW,hea,prototype,passed,,-741.0307,-46.314419,6.012,6.1784,16,1.53,high,263.7
CrCuMnTaW,hea,prototype,passed,,-691.0073,-43.187956,6.064,5.7095,16,19.06,medium,153.8
CrMnNbTaW,hea,prototype,passed,,-574.6027,-35.912669,6.204,6.3505,16,7.03,high,77.5
AlCrCuMnTa,hea,prototype,passed,,-625.4342,-39.089638,6.124,5.6386,16,22.93,low,171.1
CrMnMoNbW,hea,prototype,passed,,-621.5427,-38.846419,6.144,6.4978,16,2.58,high,162.4
CrMnMoNbTa,hea,prototype,passed,,-594.6469,-37.165431,6.2,6.5671,16,7.43,high,164.8
CrCuMnMoNi,hea,prototype,failed,timeout,,,7.364,,32,,,600.1
AlCrMnMoW,hea,prototype,passed,,-597.3915,-37.336969,6.148,5.9119,16,11.44,medium,70.9
AlCrMnMoNb,hea,prototype,passed,,-574.4324,-35.902025,6.204,6.3219,16,8.13,high,171.5
AlCrMnNbW,hea,prototype,passed,,-556.5523,-34.784519,6.208,6.2729,16,8.09,high,168.4
AlCrMnNbTa,hea,prototype,passed,,-523.9939,-32.749619,6.264,6.2214,16,7.31,high,211.7
AlCrCuMnW,hea,prototype,suspect,vol_38pct,-671.7335,-41.983344,6.068,5.2989,16,38.26,low,287.2
AlCrMnMoTa,hea,prototype,passed,,-567.9368,-35.49605,6.204,6.2493,16,6.52,high,222.2
CoCrFeMoNi,hea,prototype,passed,,-1021.3334,-63.833337,5.812,6.0285,16,5.31,high,163.3
CrMnMoTaW,hea,prototype,passed,,-622.4916,-38.905725,6.144,6.6564,16,3.65,high,277.8
CoCrFeNiW,hea,prototype,passed,,-1010.1163,-63.132269,5.816,6.2562,16,8.45,high,120.5
AlCrMnTaW,hea,prototype,passed,,-547.2223,-34.201394,6.208,6.2506,16,8.53,high,214.5
CoCrCuFeNb,hea,prototype,passed,,-936.5755,-58.535969,5.928,5.4488,16,23.62,low,102.9
CoCrFeNbNi,hea,prototype,passed,,-984.351,-61.521937,5.872,6.509,16,11.99,medium,237.6
CoCrFeNiTa,hea,prototype,passed,,-981.7852,-61.361575,5.872,6.3791,16,10.71,medium,257.2
AlCoCrFeNi,hea,prototype,passed,,-909.9529,-56.872056,5.876,6.2828,16,1.68,high,257.3
CoCrFeMoTa,hea,prototype,passed,,-833.9474,-52.121713,6.008,6.2002,16,9.19,high,138.1
CoCrCuFeTa,hea,prototype,passed,,-924.568,-57.7855,5.928,5.4837,16,23.01,low,224.2
CoCrFeMoNb,hea,prototype,passed,,-836.4077,-52.275481,6.008,6.3277,16,10.7,medium,227.7
AlCoCrCuFe,hea,prototype,passed,,-887.7608,-55.48505,5.932,5.4883,16,29.4,low,265.2
CoCrFeMoW,hea,prototype,passed,,-863.3221,-53.957631,5.952,6.2655,16,8.85,high,215.9
AlCoCrFeMo,hea,prototype,passed,,-764.0599,-47.753744,6.012,5.9653,16,6.0,high,174.3
CoCrFeNbW,hea,prototype,passed,,-822.1718,-51.385737,6.012,6.7016,16,9.91,high,288.1
AlCoCrFeW,hea,prototype,passed,,-746.932,-46.68325,6.016,6.1555,16,3.59,high,155.3
CoCrCuFeW,hea,prototype,passed,,-1906.8776,-59.589925,7.384,6.7974,32,23.75,low,371.7
CoCrCuFeNi,hea,prototype,passed,,-2267.6027,-70.862584,7.2,7.1009,32,14.75,medium,589.9
CoCrCuFeMo,hea,prototype,passed,,-1966.2871,-61.446472,7.38,6.7304,32,28.2,low,453.0
CoCrFeTaW,hea,prototype,passed,,-817.9586,-51.122413,6.012,6.4073,16,12.33,medium,238.5
CrFeMoNiW,hea,prototype,passed,,-848.3381,-53.021131,5.948,6.0862,16,7.0,high,66.8
CrFeMoNbNi,hea,prototype,passed,,-828.1912,-51.76195,6.004,6.3096,16,6.46,high,132.3
CrFeNbNiW,hea,prototype,passed,,-810.4476,-50.652975,6.008,6.4029,16,9.48,high,138.6
AlCrFeMoNi,hea,prototype,passed,,-804.918,-50.307375,6.008,6.0726,16,9.16,high,155.4
CrFeMoNiTa,hea,prototype,passed,,-825.3885,-51.586781,6.004,6.8427,16,6.39,high,194.6
CrFeNiTaW,hea,prototype,passed,,-801.2249,-50.076556,6.008,6.1516,16,6.99,high,140.4
CrCuFeNiTa,hea,prototype,passed,,-1904.8342,-59.526069,7.452,6.7006,32,28.2,low,344.2
CrCuFeNbNi,hea,prototype,passed,,-1913.8484,-59.807763,7.452,6.8133,32,27.9,low,409.2
AlCrCuFeNi,hea,prototype,suspect,vol_33pct,-920.4226,-57.526412,5.928,5.3941,16,33.26,low,343.4
CrCuFeMoNb,hea,prototype,suspect,vol_34pct,-800.1752,-50.01095,6.06,5.3283,16,34.41,low,178.8
CrCuFeNbW,hea,prototype,suspect,vol_30pct,-757.2249,-47.326556,6.064,5.4404,16,30.26,low,121.8
CrCuFeMoNi,hea,prototype,suspect,vol_34pct,-2043.5544,-63.861075,7.372,6.5151,32,33.56,low,454.1
AlCrCuFeNb,hea,prototype,suspect,vol_50pct,-754.6646,-47.166537,6.124,4.901,16,50.06,low,148.5
AlCrFeNiW,hea,prototype,passed,,-784.298,-49.018625,6.012,6.2913,16,0.05,high,259.5
AlCrCuFeMo,hea,prototype,suspect,vol_48pct,-774.7042,-48.419013,6.064,4.9826,16,47.95,low,116.4
CrCuFeMoW,hea,prototype,passed,,-828.3845,-51.774031,6.004,5.5243,16,28.97,low,146.0
CrCuFeMoTa,hea,prototype,passed,,-792.5469,-49.534181,6.06,5.5145,16,29.73,low,164.1
AlCrCuFeTa,hea,prototype,suspect,vol_42pct,-692.4565,-43.278531,6.124,5.218,16,41.58,low,117.4
CrFeMoNbTa,hea,prototype,passed,,-635.3361,-39.708506,6.2,6.4221,16,8.25,high,91.6
AlCrCuFeW,hea,prototype,suspect,vol_39pct,-735.7526,-45.984538,6.068,5.2028,16,39.48,low,121.4
CrCuFeTaW,hea,prototype,passed,,-757.9778,-47.373613,6.064,5.4659,16,27.66,low,178.8
AlCrFeNbW,hea,prototype,passed,,-595.7825,-37.236406,6.208,6.3778,16,7.99,high,107.6
CrCuFeNiW,hea,prototype,failed,timeout,,,7.376,,32,,,600.1
AlCrFeNbTa,hea,prototype,passed,,-566.6889,-35.418056,6.264,6.2199,16,10.07,medium,139.5
AlCrFeMoTa,hea,prototype,passed,,-611.2057,-38.200356,6.204,6.6313,16,10.16,medium,128.7
CrFeNbTaW,hea,prototype,passed,,-615.101,-38.443812,6.204,6.6105,16,8.33,high,191.8
CrFeMoTaW,hea,prototype,passed,,-660.3918,-41.274487,6.144,6.4482,16,4.89,high,174.1
AlCrFeMoNb,hea,prototype,passed,,-618.668,-38.66675,6.204,6.6205,16,10.75,medium,228.6
CrFeMoNbW,hea,prototype,passed,,-667.2317,-41.701981,6.144,6.8268,16,2.66,high,240.0
AlCrFeTaW,hea,prototype,passed,,-589.2436,-36.827725,6.208,6.2555,16,7.43,high,175.9
AlCoCrCuNi,hea,prototype,passed,,-892.0049,-55.750306,5.908,5.8629,16,3.46,high,75.0
AlCrFeMoW,hea,prototype,passed,,-639.5196,-39.969975,6.148,6.4598,16,4.37,high,221.3
CoCrNbNiW,hea,prototype,passed,,-894.6765,-55.917281,5.988,6.479,16,15.67,medium,132.9
CoCrMoNbNi,hea,prototype,passed,,-911.1235,-56.945219,5.984,6.4776,16,9.92,high,162.5
CoCrNiTaW,hea,prototype,passed,,-887.9831,-55.498944,5.988,6.4419,16,12.14,medium,113.3
CoCrMoNiTa,hea,prototype,passed,,-910.5826,-56.911412,5.984,6.6545,16,12.33,medium,183.1
CoCrCuNbNi,hea,prototype,passed,,-1925.3493,-60.167166,7.408,7.0809,32,14.84,medium,307.2
AlCoCrMoNi,hea,prototype,passed,,-837.1806,-52.323788,5.988,5.9779,16,1.16,high,178.0
CoCrMoNiW,hea,prototype,passed,,-937.4755,-58.592219,5.928,6.3293,16,12.42,medium,228.2
CoCrCuNiTa,hea,prototype,passed,,-1889.6184,-59.050575,7.408,7.2589,32,7.58,high,322.9
CoCrCuMoNb,hea,prototype,passed,,-843.823,-52.738937,6.04,5.6568,16,19.16,medium,131.5
CoCrCuNbW,hea,prototype,passed,,-826.566,-51.660375,6.044,5.6792,16,20.79,low,125.4
AlCoCrCuNb,hea,prototype,passed,,-716.0782,-44.754888,6.104,5.6772,16,26.82,low,129.1
AlCoCrNiW,hea,prototype,passed,,-816.8638,-51.053987,5.992,6.1962,16,4.37,high,188.6
CoCrCuMoTa,hea,prototype,passed,,-837.7229,-52.357681,6.04,5.912,16,11.13,medium,151.2
CoCrCuMoNi,hea,prototype,passed,,-2033.0034,-63.531356,7.328,7.2006,32,9.0,high,460.1
CoCrCuMoW,hea,prototype,passed,,-864.9649,-54.060306,5.984,5.6493,16,20.3,low,164.0
AlCoCrCuW,hea,prototype,passed,,-755.5811,-47.223819,6.048,5.5843,16,22.18,low,117.9
AlCoCrCuTa,hea,prototype,passed,,-706.5146,-44.157162,6.104,5.7056,16,25.23,low,181.1
AlCoCrCuMo,hea,prototype,passed,,-786.2545,-49.140906,6.044,5.5709,16,25.19,low,224.0
CoCrCuNiW,hea,prototype,passed,,-1960.6841,-61.271378,7.332,7.2582,32,5.21,high,528.2
AlCoCrNbW,hea,prototype,passed,,-631.2414,-39.452587,6.188,6.0329,16,8.46,high,88.1
CoCrCuTaW,hea,prototype,passed,,-819.2724,-51.204525,6.044,5.7935,16,21.21,low,224.5
CoCrMoNbTa,hea,prototype,passed,,-721.8191,-45.113694,6.18,6.6024,16,10.7,medium,180.8
CoCrMoNbW,hea,prototype,passed,,-750.7371,-46.921069,6.124,6.5372,16,10.49,medium,210.0
AlCoCrMoW,hea,prototype,passed,,-673.0926,-42.068287,6.128,6.0418,16,5.73,high,73.7
AlCoCrMoNb,hea,prototype,passed,,-650.6206,-40.663787,6.184,6.5189,16,5.92,high,210.2
AlCoCrMoTa,hea,prototype,passed,,-643.2506,-40.203162,6.184,6.3379,16,5.21,high,136.9
AlCoCrTaW,hea,prototype,passed,,-622.2845,-38.892781,6.188,6.4143,16,0.93,high,126.1
CoCrMoTaW,hea,prototype,passed,,-748.4106,-46.775663,6.124,6.6934,16,5.91,high,217.6
CrCuNbNiW,hea,prototype,passed,,-805.6154,-50.350963,6.04,5.6245,16,20.8,low,157.9
CoCrNbTaW,hea,prototype,passed,,-702.6641,-43.916506,6.184,6.663,16,8.6,high,266.6
CrCuMoNiW,hea,prototype,passed,,-848.8741,-53.054631,5.98,5.8432,16,10.31,medium,154.6
CrCuMoNbNi,hea,prototype,passed,,-840.2439,-52.515244,6.036,5.8033,16,20.03,low,216.7
CrMoNiTaW,hea,prototype,passed,,-732.1408,-45.7588,6.12,6.2853,16,8.18,high,51.9
AlCrNbNiW,hea,prototype,passed,,-666.646,-41.665375,6.184,6.0087,16,8.72,high,66.6
CrCuMoNiTa,hea,prototype,passed,,-827.5355,-51.720969,6.036,5.9035,16,26.97,low,241.6
AlCrMoNbNi,hea,prototype,passed,,-688.3452,-43.021575,6.18,6.2738,16,5.9,high,102.4
CrCuNiTaW,hea,prototype,passed,,-794.857,-49.678562,6.04,5.9202,16,6.85,high,163.5
AlCrCuMoNi,hea,prototype,passed,,-808.904,-50.5565,6.04,5.6682,16,22.71,low,190.4
AlCrNiTaW,hea,prototype,passed,,-658.9446,-41.184038,6.184,6.1241,16,3.87,high,55.0
CrMoNbNiW,hea,prototype,passed,,-737.0737,-46.067106,6.12,6.5208,16,13.9,medium,167.1
AlCrCuNiW,hea,prototype,passed,,-768.7052,-48.044075,6.044,5.7403,16,17.79,medium,188.2
AlCrMoNiW,hea,prototype,passed,,-708.5294,-44.283088,6.124,6.3442,16,1.53,high,107.9
AlCrMoNiTa,hea,prototype,passed,,-680.7234,-42.545212,6.18,6.389,16,0.13,high,145.8
AlCrCuMoNb,hea,prototype,suspect,vol_36pct,-618.8751,-38.679694,6.236,5.3939,16,35.66,low,107.8
CrCuMoNbW,hea,prototype,passed,,-668.3051,-41.769069,6.176,5.7738,16,22.87,low,135.0
AlCrCuNbTa,hea,prototype,suspect,vol_31pct,-563.2315,-35.201969,6.296,5.7604,16,30.69,low,125.8
CrMoNbTaW,hea,prototype,passed,,-543.2937,-33.955856,6.316,6.4112,16,4.21,high,52.5
CrCuMoNbTa,hea,prototype,passed,,-637.2534,-39.828338,6.232,5.7989,16,22.09,low,190.3
CrCuNbTaW,hea,prototype,passed,,-614.7361,-38.421006,6.236,5.8353,16,19.73,medium,165.3
AlCrCuNbW,hea,prototype,suspect,vol_41pct,-599.0239,-37.438994,6.24,5.4134,16,40.51,low,156.9
AlCrCuTaW,hea,prototype,passed,,-575.4444,-35.965275,6.24,5.6562,16,26.04,low,106.6
AlCrCuMoW,hea,prototype,suspect,vol_36pct,-642.2563,-40.141019,6.18,5.3903,16,36.45,low,123.4
AlCrNbTaW,hea,prototype,passed,,-473.8094,-29.613087,6.38,6.2807,16,4.73,high,44.1
AlCrMoNbW,hea,prototype,passed,,-526.0398,-32.877488,6.32,6.1755,16,6.89,high,80.3
AlCrMoTaW,hea,prototype,passed,,-517.8432,-32.3652,6.32,6.1901,16,7.75,high,78.1
CoFeMnNiTa,hea,prototype,passed,,-1032.916,-64.55725,5.868,5.8798,16,0.84,high,73.9
CrCuMoTaW,hea,prototype,passed,,-665.4381,-41.589881,6.176,5.9034,16,23.94,low,231.1
AlCrMoNbTa,hea,prototype,passed,,-494.2616,-30.89135,6.376,6.3681,16,5.77,high,146.3
AlCrCuMoTa,hea,prototype,passed,,-625.9863,-39.124144,6.236,5.8694,16,19.48,medium,248.8
CoFeMnNiW,hea,prototype,passed,,-2108.9218,-65.903806,7.328,7.2862,32,1.74,high,103.3
CoFeMnNbNi,hea,prototype,passed,,-1038.2961,-64.893506,5.868,6.0946,16,3.18,high,155.1
CoFeMnMoNi,hea,prototype,passed,,-2129.9042,-66.559506,7.324,7.2436,32,3.28,high,144.4
AlCoFeMnNi,hea,prototype,passed,,-961.2132,-60.075825,5.872,5.4934,16,18.56,medium,127.3
CoFeMnMoW,hea,prototype,passed,,-918.2851,-57.392819,5.948,5.9363,16,2.25,high,95.7
CoFeMnNbW,hea,prototype,passed,,-881.2965,-55.081031,6.008,6.077,16,2.48,high,140.8
CoFeMnMoNb,hea,prototype,passed,,-892.4551,-55.778444,6.004,6.0971,16,2.42,high,174.9
CoFeMnMoTa,hea,prototype,passed,,-893.1603,-55.822519,6.004,6.1058,16,1.74,high,195.0
AlCoFeMnMo,hea,prototype,passed,,-820.3864,-51.27415,6.008,5.7162,16,18.27,medium,102.8
AlCoCuFeMn,hea,prototype,suspect,vol_43pct,-959.8562,-59.991012,5.928,5.0201,16,43.43,low,249.4
CoFeMnTaW,hea,prototype,passed,,-877.0307,-54.814419,6.008,6.0803,16,2.3,high,112.3
AlCoFeMnW,hea,prototype,passed,,-810.5887,-50.661794,6.012,5.8642,16,13.87,medium,116.6
CoCuFeMnW,hea,prototype,passed,,-2094.9127,-65.466022,7.364,6.7218,32,25.86,low,414.3
CoCuFeMnNi,hea,prototype,failed,timeout,,,7.18,,32,,,600.1
AlCuFeMnNi,hea,prototype,suspect,vol_40pct,-1001.0291,-62.564319,5.924,5.0403,16,39.58,low,182.3
CoCuFeMnTa,hea,prototype,passed,,-2081.9428,-65.060712,7.44,6.9098,32,20.57,low,520.4
CoCuFeMnNb,hea,prototype,failed,timeout,,,7.44,,32,,,600.1
FeMnMoNbNi,hea,prototype,passed,,-922.8337,-57.677106,6.0,6.0862,16,2.36,high,170.7
CoCuFeMnMo,hea,prototype,failed,timeout,,,7.36,,32,,,600.1
FeMnMoNiTa,hea,prototype,passed,,-920.1574,-57.509838,6.0,6.0212,16,1.57,high,98.1
FeMnMoNiW,hea,prototype,passed,,-946.8232,-59.17645,5.944,5.9253,16,2.59,high,91.0
FeMnNbNiW,hea,prototype,passed,,-912.8568,-57.05355,6.004,6.1522,16,0.37,high,129.3
AlFeMnMoNi,hea,prototype,passed,,-859.9994,-53.749963,6.004,5.7422,16,15.8,medium,168.4
FeMnNiTaW,hea,prototype,passed,,-911.4133,-56.963331,6.004,6.1335,16,1.07,high,152.5
AlFeMnNiW,hea,prototype,passed,,-849.8929,-53.118306,6.008,5.8691,16,13.79,medium,178.9
CuFeMnNiTa,hea,prototype,passed,,-2132.3995,-66.637484,7.432,6.8125,32,26.19,low,496.8
CuFeMnMoNb,hea,prototype,suspect,vol_33pct,-921.8008,-57.61255,6.056,5.3582,16,32.8,low,186.5
CuFeMnNbNi,hea,prototype,suspect,vol_33pct,-2144.1868,-67.005837,7.432,6.5288,32,33.14,low,534.1
AlCuFeMnNb,hea,prototype,suspect,vol_44pct,-814.0116,-50.875725,6.12,5.1115,16,44.26,low,175.2
CuFeMnNiW,hea,prototype,passed,,-2193.3392,-68.54185,7.356,6.5954,32,28.62,low,484.1
CuFeMnNbW,hea,prototype,suspect,vol_34pct,-901.5853,-56.349081,6.06,5.4053,16,34.35,low,233.2
CuFeMnMoNi,hea,prototype,failed,timeout,,,7.352,,32,,,600.1
CuFeMnMoTa,hea,prototype,suspect,vol_34pct,-909.5161,-56.844756,6.056,5.2925,16,34.44,low,150.5
CuFeMnMoW,hea,prototype,suspect,vol_40pct,-953.8116,-59.613225,6.0,5.1159,16,40.04,low,170.3
AlCuFeMnMo,hea,prototype,suspect,vol_44pct,-879.2884,-54.955525,6.06,5.028,16,44.26,low,152.3
AlCuFeMnW,hea,prototype,suspect,vol_31pct,-843.0905,-52.693156,6.064,5.3871,16,30.95,low,144.7
CuFeMnTaW,hea,prototype,suspect,vol_31pct,-929.5301,-58.095631,6.06,5.4397,16,31.35,low,188.6
AlFeMnMoNb,hea,prototype,passed,,-679.371,-42.460687,6.2,5.9552,16,13.79,medium,132.2
FeMnNbTaW,hea,prototype,passed,,-724.3578,-45.272362,6.2,6.2644,16,1.09,high,121.8
AlCuFeMnTa,hea,prototype,suspect,vol_40pct,-805.2407,-50.327544,6.12,5.2875,16,39.88,low,219.3
FeMnMoTaW,hea,prototype,passed,,-763.903,-47.743938,6.14,6.2254,16,0.28,high,136.4
FeMnMoNbTa,hea,prototype,passed,,-740.4157,-46.275981,6.196,6.6181,16,0.52,high,257.1
AlFeMnNbW,hea,prototype,passed,,-667.562,-41.722625,6.204,6.1338,16,14.17,medium,171.9
FeMnMoNbW,hea,prototype,passed,,-768.019,-48.001188,6.14,6.449,16,0.46,high,262.2
AlFeMnMoTa,hea,prototype,passed,,-677.2153,-42.325956,6.2,6.1406,16,12.23,medium,159.8
AlFeMnMoW,hea,prototype,passed,,-706.8338,-44.177112,6.144,5.9994,16,15.08,medium,154.9
AlFeMnTaW,hea,prototype,passed,,-663.4134,-41.463338,6.204,6.0758,16,10.71,medium,172.6
CoMnMoNiW,hea,prototype,passed,,-994.85,-62.178125,5.924,5.9664,16,0.81,high,81.6
AlCoMnNiW,hea,prototype,passed,,-885.1015,-55.318844,5.988,5.7669,16,10.68,medium,62.8
CoCuMnNbNi,hea,prototype,passed,,-2103.4505,-65.732828,7.388,6.9137,32,19.57,medium,281.1
AlCoCuMnNi,hea,prototype,passed,,-2018.1012,-63.065663,7.34,6.8515,32,19.8,medium,199.4
AlCoMnMoNi,hea,prototype,passed,,-896.7568,-56.0473,5.984,5.7892,16,13.22,medium,194.4
CoCuMnMoNb,hea,prototype,passed,,-923.6115,-57.725719,6.036,5.509,16,24.91,low,171.3
CoCuMnMoNi,hea,prototype,passed,,-2190.5129,-68.453528,7.308,6.8459,32,18.76,medium,293.4
CoCuMnNbW,hea,prototype,passed,,-893.3464,-55.83415,6.04,5.7149,16,18.13,medium,200.9
AlCoCuMnMo,hea,prototype,passed,,-839.6933,-52.480831,6.04,5.5436,16,23.95,low,107.7
CoCuMnMoTa,hea,prototype,passed,,-909.7644,-56.860275,6.036,5.9711,16,13.43,medium,227.7
CoCuMnMoW,hea,prototype,passed,,-939.9912,-58.74945,5.98,5.7546,16,18.28,medium,235.1
CoMnMoNbW,hea,prototype,passed,,-815.0286,-50.939287,6.12,6.1857,16,0.19,high,131.9
AlCoMnNbW,hea,prototype,passed,,-702.9736,-43.93585,6.184,5.9306,16,13.01,medium,85.0
CoCuMnNiTa,hea,prototype,passed,,-2086.0862,-65.190194,7.388,7.1459,32,11.39,medium,417.9
AlCoMnMoNb,hea,prototype,passed,,-716.2541,-44.765881,6.18,5.9935,16,13.83,medium,153.6
AlCoCuMnW,hea,prototype,passed,,-821.7957,-51.362231,6.044,5.7265,16,21.84,low,193.3
AlCoMnMoTa,hea,prototype,passed,,-712.9723,-44.560769,6.18,5.9674,16,10.16,medium,85.0
CoMnMoTaW,hea,prototype,passed,,-811.4525,-50.715781,6.12,6.2116,16,1.43,high,91.3
CoCuMnTaW,hea,prototype,passed,,-890.7603,-55.672519,6.04,6.2227,16,4.62,high,225.1
AlCoMnMoW,hea,prototype,passed,,-740.7233,-46.295206,6.124,5.8493,16,14.19,medium,114.8
CuMnMoNiTa,hea,prototype,passed,,-927.5285,-57.970531,6.032,5.6706,16,18.22,medium,104.5
MnMoNbNiW,hea,prototype,passed,,-828.4088,-51.77555,6.116,6.1646,16,1.09,high,90.5
CuMnMoNbNi,hea,prototype,passed,,-978.4986,-61.156163,6.032,5.5232,16,28.66,low,170.5
AlCoMnTaW,hea,prototype,passed,,-698.3338,-43.645862,6.184,6.254,16,7.55,high,200.9
CuMnNbNiW,hea,prototype,passed,,-932.8224,-58.3014,6.036,5.5862,16,25.49,low,200.1
CoCuMnNiW,hea,prototype,failed,timeout,,,7.312,,32,,,600.1
CuMnMoNiW,hea,prototype,passed,,-1930.2885,-60.321516,7.484,6.8873,32,22.63,low,201.3
AlCuMnMoNi,hea,prototype,suspect,vol_36pct,-884.1875,-55.261719,6.036,5.3429,16,36.24,low,206.8
CuMnNiTaW,hea,prototype,passed,,-930.1316,-58.133225,6.036,5.7878,16,20.3,low,214.8
AlCuMnNiW,hea,prototype,suspect,vol_31pct,-862.0505,-53.878156,6.04,5.6959,16,30.83,low,198.4
AlMnMoNbNi,hea,prototype,passed,,-755.3513,-47.209456,6.176,5.9457,16,13.94,medium,148.8
AlMnNiTaW,hea,prototype,passed,,-736.8967,-46.056044,6.18,6.0297,16,9.4,high,102.9
AlMnNbNiW,hea,prototype,passed,,-741.4105,-46.338156,6.18,6.0286,16,10.16,medium,174.9
CuMnMoNbW,hea,prototype,suspect,vol_30pct,-799.7533,-49.984581,6.172,5.5548,16,30.15,low,111.4
